Fecha,Disponibilidad_kWh_0-7,Disponibilidad_kWh_7-17,Disponibilidad_kWh_17-23,Disponibilidad_kWh_Dia
2022-03-18,100801066.9436,145552068.1814,103564843.4228,349917978.5478
2022-03-19,101554265.2208,146522875.8645,101669195.5188,349746336.6041
2022-03-20,100899430.5354,144431223.1828,101410410.5266,346741064.2448
2022-03-21,100151122.6755,144811360.0218,102295045.1845,347257527.8818
2022-03-22,101303420.2161,143258861.1741,100201994.3125,344764275.7027
2022-03-23,99454874.2396,140241066.5408,100968476.1475,340664416.9279
2022-03-24,93761432.7845,136403434.4444,101228703.6535,331393570.8824
2022-03-25,99602303.86,145137499.9783,101824788.53739999,346564592.3757
2022-03-26,99263884.9211,142343709.4286,99408008.5503,341015602.9
2022-03-27,99426172.6958,144355712.9297,101192877.8153,344974763.4408
2022-03-28,98922501.1151,139278825.8944,97233605.1952,335434932.2047
2022-03-29,94546515.4637,136540529.3114,95503962.4713,326591007.2464
2022-03-30,96855357.7203,138133002.1755,97536101.2882,332524461.184
2022-03-31,96818032.5318,142346241.6101,99686229.9899,338850504.1318
2022-04-01,99732260.909,144076223.1634,100467355.6975,344275839.7699
2022-04-02,98014960.6422,141583914.6586,100877357.4695,340476232.7703
2022-04-03,100080696.4822,145282611.9465,103359243.4163,348722551.845
2022-04-04,102147059.9232,143594636.6072,101593770.1194,347335466.6498
2022-04-05,102025690.0261,148094645.9026,103852765.5652,353973101.4939
2022-04-06,100009773.4927,145954849.4013,103424559.6709,349389182.5649
2022-04-07,100075669.8985,148441344.9244,104849672.127,353366686.9499
2022-04-08,103618054.973,148960193.9225,104309469.7968,356887718.6923
2022-04-09,104417059.3578,149551127.7575,104982686.9193,358950874.0346
2022-04-10,104689259.34200001,151341219.5419,105281598.1651,361312077.049
2022-04-11,105797274.1103,152596769.7143,106338223.0545,364732266.8791
2022-04-12,105158062.3513,152704657.3615,106453573.4723,364316293.1851
2022-04-13,105416106.2974,152823477.4405,106327450.5041,364567034.242
2022-04-14,104801751.9208,151533027.4805,106220155.9777,362554935.379
2022-04-15,104738776.8427,151742012.3699,106494455.464,362975244.6766
2022-04-16,103702838.6087,150947661.138,106206020.705,360856520.4517
2022-04-17,105576872.8619,152460156.9965,106212089.9439,364249119.8023
2022-04-18,104100189.6465,148902023.335,103657064.7454,356659277.7269
2022-04-19,99632361.7408,141371922.4526,101176185.0129,342180469.2063
2022-04-20,100943259.1913,143825148.989,102830748.0457,347599156.226
2022-04-21,102643317.4807,146767857.3239,103387973.6521,352799148.4567
2022-04-22,104800806.7365,151107081.2314,106592785.3511,362500673.319
2022-04-23,106238941.5458,151409144.8674,105233681.3571,362881767.7703
2022-04-24,104942018.3443,150963065.1316,105606478.0493,361511561.5252
2022-04-25,105182826.4788,148509647.1936,104685689.4756,358378163.148
2022-04-26,105133592.4219,147083853.1404,105968273.6442,358185719.2065
2022-04-27,105463224.6307,150579678.1821,105718659.3298,361761562.1426
2022-04-28,105040249.1753,150265851.7639,106346489.6088,361652590.548
2022-04-29,107344475.5787,154177277.0414,107861076.8802,369382829.5003
2022-04-30,107724272.8429,155004047.4176,108167963.6732,370896283.9337
2022-05-01,103922169.8346,152929276.7049,106755021.8478,363606468.3873
2022-05-02,106622626.8681,151444912.5854,106548844.2683,364616383.72179997
2022-05-03,106134445.3092,151227450.5266,105368282.2602,362730178.096
2022-05-04,105259151.1173,146623632.9102,103444378.2127,355327162.2402
2022-05-05,99001836.5738,147905896.5999,105161197.2827,352068930.4564
2022-05-06,105275590.5363,150657393.6659,106133571.4878,362066555.69
2022-05-07,100628288.0554,148170395.7403,107488624.1152,356287307.9109
2022-05-08,105736976.3985,152315456.7471,106401083.2744,364453516.42
2022-05-09,103493465.5901,148867217.039,104275641.5042,356636324.1333
2022-05-10,105178775.8062,150070162.2903,105343836.7125,360592774.809
2022-05-11,105088012.9015,149755037.6484,102431374.5425,357274425.0924
2022-05-12,105183301.3247,149221994.4922,105126907.0817,359532202.8986
2022-05-13,105173745.4597,150786553.4963,105670214.93969999,361630513.8957
2022-05-14,104495838.2284,149719505.4228,104450921.4721,358666265.1233
2022-05-15,98997071.5611,146420864.5173,104887203.4683,350305139.5467
2022-05-16,104234491.214,148892425.2261,104780086.3621,357907002.8022
2022-05-17,102842663.2203,144386993.5145,102633088.6361,349862745.3709
2022-05-18,101885341.8208,144085483.9266,102095156.7389,348065982.4863
2022-05-19,102836114.4718,145571095.2445,101865378.8472,350272588.5635
2022-05-20,102946731.934,147597378.1457,104014801.6178,354558911.6975
2022-05-21,104989411.956,151236994.0626,103700173.3204,359926579.339
2022-05-22,95785664.8078,147358051.7244,102814698.3805,345958414.9127
2022-05-23,102611840.3322,148133175.4025,103337702.8668,354082718.6015
2022-05-24,103333232.1215,150527880.9255,104831797.912,358692910.959
2022-05-25,104912011.801,147213463.6286,105196834.0213,357322309.4509
2022-05-26,106571276.5889,150195695.2461,107018369.6553,363785341.4903
2022-05-27,109014123.9925,157332515.154,109923053.6328,376269692.7793
2022-05-28,103496364.5887,152319518.54930001,106536499.0102,362352382.1482
2022-05-29,104896612.6176,153310171.8139,106978358.427,365185142.8585
2022-05-30,107634827.2336,155320413.5711,108299566.3927,371254807.1974
2022-05-31,106992135.9751,152177922.3713,106124353.6107,365294411.9571
2022-06-01,104076029.4427,142456869.8923,101371083.9503,347903983.2853
2022-06-02,102482279.5534,147573907.1151,103423811.3378,353479998.0063
2022-06-03,103058925.9648,149379392.8866,105364188.6693,357802507.5207
2022-06-04,104920935.4742,151405871.7885,106563205.05939999,362890012.3221
2022-06-05,105166520.9901,151477395.7923,105897622.2196,362541539.002
2022-06-06,104629144.7478,147723631.0374,102537739.7433,354890515.5285
2022-06-07,104183046.9795,149016612.9922,104539048.194,357738708.1657
2022-06-08,104159003.767,149797682.9495,106180370.4647,360137057.1812
2022-06-09,105649316.9862,151180651.1851,104503447.6643,361333415.8356
2022-06-10,104072518.895,150590036.7418,104670444.1434,359332999.7802
2022-06-11,103783928.2432,149479839.9535,104859062.9959,358122831.1926
2022-06-12,104378298.7086,150279138.3182,105233281.5113,359890718.5381
2022-06-13,104685626.0635,150493270.869,104770186.8575,359949083.79
2022-06-14,104939387.7297,148375833.8455,105035467.4561,358350689.0313
2022-06-15,103187741.4722,146861844.1597,103135837.4845,353185423.1164
2022-06-16,104224777.6435,149506082.4105,103437623.353,357168483.407
2022-06-17,104688741.848,149720166.985,104221495.41,358630404.243
2022-06-18,104237967.9053,147816864.0881,103072036.1944,355126868.1878
2022-06-19,105309280.254,150798868.1727,105824962.012,361933110.4387
2022-06-20,105741492.4161,150352349.4503,105720320.5553,361814162.4217
2022-06-21,104790271.0422,149840161.4757,106119202.7674,360749635.2853
2022-06-22,106163071.3856,151184354.2847,106424124.1093,363771549.7796
2022-06-23,103396892.2329,148038652.0929,106304048.2949,357739592.6207
2022-06-24,106228167.5507,151427079.1116,106475822.1716,364131068.8339
2022-06-25,105857370.5681,149151683.272,105640453.6118,360649507.4519
2022-06-26,105228581.3303,148720164.1375,102868797.1271,356817542.5949
2022-06-27,105380056.6273,150171287.5503,105382687.4261,360934031.6037
2022-06-28,104113045.7096,148445962.3578,105245805.5839,357804813.6513
2022-06-29,102818417.8248,145143778.9738,103047968.9796,351010165.7782
2022-06-30,103031359.0706,145668471.7196,102433083.1055,351132913.8957
2022-07-01,103580415.8234,146279121.8993,102891612.085,352751149.8077
2022-07-02,102581646.2137,148490551.6581,104558972.941,355631170.8128
2022-07-03,103368840.3397,150216053.1109,104499707.0051,358084600.4557
2022-07-04,103735645.2047,150407337.2068,104810111.8024,358953094.2139
2022-07-05,102493356.4589,145574516.2469,100041187.6357,348109060.3415
2022-07-06,98739768.4238,140305894.296,98979785.1239,338025447.8437
2022-07-07,98951432.9727,141701596.7636,98442848.0979,339095877.8342
2022-07-08,99046782.1577,142243900.8269,99433656.087,340724339.0716
2022-07-09,99521843.3304,143755542.7724,100435336.8364,343712722.9392
2022-07-10,100572803.795,145737136.28170002,101429320.8295,347739260.9062
2022-07-11,100686630.0869,143940749.4494,100680834.4885,345308214.0248
2022-07-12,100244588.5725,142680873.3651,98910259.1027,341835721.0403
2022-07-13,99119651.5043,141830766.4052,100336225.9562,341286643.8657
2022-07-14,100278990.4704,144561155.3908,101045804.5653,345885950.4265
2022-07-15,101123451.434,145499699.7563,100779212.5545,347402363.7448
2022-07-16,99690022.1394,144677684.3883,101331307.8575,345699014.3852
2022-07-17,101264588.8678,146102295.8655,102773814.3502,350140699.0835
2022-07-18,99263786.495,146742544.5205,102306058.8803,348312389.8958
2022-07-19,101903655.6973,144974940.0458,100933436.0235,347812031.7666
2022-07-20,102058432.258,147748568.7245,103810260.3435,353617261.326
2022-07-21,101886266.218,146306394.0078,101952389.0734,350145049.2992
2022-07-22,102525898.6228,146886335.6985,104051387.992,353463622.3133
2022-07-23,104063113.4647,149884778.1133,103227627.8999,357175519.4779
2022-07-24,103350268.223,150057829.8804,104383980.635,357792078.7384
2022-07-25,101270575.1138,146204997.5811,102695726.6352,350171299.3301
2022-07-26,100299880.7837,141944373.5373,99023367.1203,341267621.4413
2022-07-27,99266653.6613,141837114.7911,101696752.5609,342800521.0133
2022-07-28,101731400.6245,145833737.8531,102665967.5199,350231105.9975
2022-07-29,103300886.4531,149228834.0297,104678781.6081,357208502.0909
2022-07-30,103482213.1173,150493990.9942,103863521.6589,357839725.7704
2022-07-31,103215067.9487,148792153.8379,104798318.2659,356805540.0525
2022-08-01,102826079.6423,144443795.2758,100120185.3251,347390060.2432
2022-08-02,101359837.0896,142836077.8336,101120591.8607,345316506.7839
2022-08-03,99909383.0519,140734020.3497,100727204.7911,341370608.1927
2022-08-04,100887052.2733,144140011.6666,101874675.9553,346901739.8952
2022-08-05,102553505.1036,146887400.9599,104582575.9243,354023481.9878
2022-08-06,102711555.79710001,146824712.9874,104192880.526,353729149.3105
2022-08-07,103867416.8298,150266753.3941,104105351.5831,358239521.807
2022-08-08,103892321.6692,149507585.7713,103951265.0937,357351172.5342
2022-08-09,104938593.4036,148404003.9465,104142167.1717,357484764.5218
2022-08-10,104198923.3777,147652922.4772,104879292.5631,356731138.418
2022-08-11,105397728.5807,152105460.5336,105793360.4734,363296549.5877
2022-08-12,104476399.4516,151560951.2531,104766217.7515,360803568.4562
2022-08-13,104956152.127,151508439.3498,105621576.0196,362086167.4964
2022-08-14,102984555.7053,149534596.0519,102465539.69,354984691.4472
2022-08-15,97400054.5579,140409923.4813,102040497.1984,339850475.2376
2022-08-16,105717585.102,143612745.7796,102778999.8097,352109330.6913
2022-08-17,104157501.0697,142052680.108,102137790.662,348347971.8397
2022-08-18,104741330.0273,150459784.6393,106185496.9514,361386611.618
2022-08-19,102680570.1252,150757882.0858,105490118.8242,358928571.0352
2022-08-20,106035374.1051,150753745.4257,105848894.6607,362638014.1915
2022-08-21,105931845.88599999,152496364.0614,105970557.1144,364398767.0618
2022-08-22,100300840.6227,144771933.5878,100884383.9753,345957158.1858
2022-08-23,100259347.9078,143242359.0265,102406551.78830001,345908258.7226
2022-08-24,102011513.5275,146916424.5746,103071795.4529,351999733.555
2022-08-25,98139053.8673,145325993.7163,102946125.194,346411172.7776
2022-08-26,95724436.8394,142403432.2275,101867282.3707,339995151.4376
2022-08-27,96361150.0402,147577599.4656,102464697.5423,346403447.0481
2022-08-28,97179714.438,142586571.8563,103027341.732,342793628.0263
2022-08-29,102093220.4073,145545335.9148,101254693.5748,348893249.8969
2022-08-30,100534895.0037,144560466.0742,102290173.4588,347385534.5367
2022-08-31,100811648.4811,144371813.5637,100721126.7443,345904588.7891
2022-09-01,99525826.9452,142221093.915,99581813.1988,341328734.059
2022-09-02,99231735.3829,143328026.9671,101104757.0008,343664519.3508
2022-09-03,100586271.5955,146690120.1125,102612065.3008,349888457.0088
2022-09-04,100239866.0311,145547276.4135,103060032.3971,348847174.8417
2022-09-05,101336912.7823,145959981.4911,101448147.1897,348745041.4631
2022-09-06,98458097.6241,138584385.852,96882800.1731,333925283.6492
2022-09-07,95487744.4874,137722092.6635,96601709.5549,329811546.7058
2022-09-08,89538014.18,129355079.811,90682712.6031,309575806.5941
2022-09-09,90458558.6412,132140223.2928,92218222.0296,314817003.9636
2022-09-10,93392796.6856,134461492.1343,95387913.0525,323242201.8724
2022-09-11,97233018.3423,138756865.3339,96162644.9557,332152528.6319
2022-09-12,99063991.777,140205116.3132,97926964.9838,337196073.074
2022-09-13,98911899.777,140031255.4167,97567378.1862,336510533.3799
2022-09-14,94084669.0356,134571441.0721,94788302.9058,323444413.0135
2022-09-15,94562964.5749,134337452.5435,95702905.0334,324603322.1518
2022-09-16,96295873.9143,138541562.8148,99139173.6497,333976610.3788
2022-09-17,100493929.1815,147447893.591,103184184.968,351126007.7405
2022-09-18,102361187.8008,148322877.4953,104782999.9665,355467065.2626
2022-09-19,104033096.2146,150411032.3115,104281550.4868,358725679.0129
2022-09-20,102993882.4283,148786137.3361,103703674.6235,355483694.3879
2022-09-21,104043704.0347,148403720.528,105236493.1847,357683917.7474
2022-09-22,104365495.1667,149201079.3227,104813658.08,358380232.5694
2022-09-23,104368867.5075,151188494.7376,105623265.6775,361180627.9226
2022-09-24,104737990.3543,150899870.4807,105237294.4621,360875155.2971
2022-09-25,104376387.5422,150596326.0985,105057081.7157,360029795.3564
2022-09-26,102609329.6047,147357276.8116,103043153.3313,353009759.7476
2022-09-27,102847227.3177,144978834.5569,102455268.4886,350281330.3632
2022-09-28,102579795.9193,146690150.3307,102810875.7396,352080821.9896
2022-09-29,101782695.8713,145227154.8585,103231454.6773,350241305.4071
2022-09-30,102315774.7769,148268920.9426,103184133.5488,353768829.2683
2022-10-01,102776019.5944,146722045.0651,102722641.8634,352220706.5229
2022-10-02,102388601.7392,145050167.1947,102298965.6648,349737734.5987
2022-10-03,101980197.9848,145875747.4263,102457855.0702,350313800.4813
2022-10-04,100984077.8345,146420388.6475,103119105.6989,350523572.1809
2022-10-05,101561543.0589,146775413.1224,101243767.1583,349580723.3396
2022-10-06,99670305.0173,143854828.125,101971547.1879,345496680.3302
2022-10-07,102158987.1549,147805168.0451,102976651.3682,352940806.5682
2022-10-08,101988700.8556,147051553.1869,103847303.0185,352887557.061
2022-10-09,106925412.351,153622156.5546,107449936.8635,367997505.7691
2022-10-10,104867499.0721,149709979.2473,104233773.2159,358811251.5353
2022-10-11,103122169.9694,144270377.8944,102689255.8672,350081803.731
2022-10-12,99299909.2288,141417209.1295,100913990.7095,341631109.0678
2022-10-13,97725211.5805,140832416.9174,99332164.342,337889792.8399
2022-10-14,100121959.4026,146018577.6406,102471087.2903,348611624.3335
2022-10-15,102873116.6916,149123313.5012,104287618.1092,356284048.302
2022-10-16,103358782.938,147505132.8705,104434316.4866,355298232.2951
2022-10-17,101413932.4411,144090484.7077,103007781.1421,348512198.2909
2022-10-18,102483333.9395,145242234.7266,102209841.8882,349935410.5543
2022-10-19,97190823.0544,139191822.2163,99871913.6944,336254558.9651
2022-10-20,96474968.64,139380093.9999,98394066.7231,334249129.363
2022-10-21,99800513.88159999,144174939.3259,102351851.2941,346327304.5016
2022-10-22,103059608.932,144829829.3544,101071130.8882,348960569.1746
2022-10-23,99497789.2912,144472198.6746,101292053.9985,345262041.9643
2022-10-24,103533812.9755,146982011.2742,102544672.4756,353060496.7253
2022-10-25,99305391.8142,142532578.8058,99610384.7874,341448355.4074
2022-10-26,95885479.402,136582741.4477,98585499.0951,331053719.9448
2022-10-27,98943219.922,142326858.3839,100426145.2083,341696223.5142
2022-10-28,99674762.8442,144265720.0177,99228053.7054,343168536.5673
2022-10-29,102286743.2301,147978803.6256,103808503.7115,354074050.5672
2022-10-30,102252474.5144,148083159.2473,104126051.9253,354461685.687
2022-10-31,103585548.9256,149152924.9737,103862364.0046,356600837.9039
2022-11-01,102416747.0587,146591657.6498,103002021.2629,352010425.9714
2022-11-02,101659377.0957,144705573.1084,102203275.9605,348568226.1646
2022-11-03,101912770.1928,144329664.8683,100865628.543,347108063.6041
2022-11-04,104480607.8152,152432979.0422,105993938.392,362907525.2494
2022-11-05,101591034.3806,149537450.3839,105673376.9958,356801861.7603
2022-11-06,103768523.1279,150167516.5577,105628524.9521,359564564.6377
2022-11-07,104653525.8777,150770505.163,104532622.1997,359956653.2404
2022-11-08,105189050.5085,148066725.0263,104249642.4771,357505418.0119
2022-11-09,101834750.2109,147786772.6663,102675107.3938,352296630.271
2022-11-10,99346020.9357,148286132.42339998,106269542.1951,353901695.5542
2022-11-11,103098862.8674,147204341.6599,103895599.0891,354198803.6164
2022-11-12,103609553.3931,149486499.298,104221684.2679,357317736.959
2022-11-13,103846803.9241,148798848.1255,105974943.25,358620595.2996
2022-11-14,104588070.9107,151261608.0599,105637327.2703,361487006.2409
2022-11-15,104725500.6432,149496630.6113,104852801.4652,359074932.7197
2022-11-16,101231399.0736,143880552.7489,100547569.3013,345659521.1238
2022-11-17,100927569.5439,143845255.32569999,104005708.296,348778533.1656
2022-11-18,104689619.0227,151417684.717,105828440.5035,361935744.2432
2022-11-19,103365455.3108,153164116.5105,103225453.2289,359755025.0502
2022-11-20,95232176.8661,145763666.5633,103103464.9019,344099308.3313
2022-11-21,102021965.2033,148174172.1501,101580594.1051,351776731.4585
2022-11-22,101720128.2629,146940104.8096,103999564.0142,352659797.0867
2022-11-23,103077913.5557,146312930.0413,102438644.485,351829488.082
2022-11-24,102686292.72,149033194.33,103845596.5533,355565083.6033
2022-11-25,102145343.8094,146237483.9721,103817633.288,352200461.06949997
2022-11-26,102392593.0727,147505706.6063,103088927.2581,352987226.9371
2022-11-27,99145078.6738,146625468.1599,107093103.7157,352863650.5494
2022-11-28,106841040.5326,153584506.0797,106759025.6741,367184572.2864
2022-11-29,107734956.0716,154790863.3731,109549858.1296,372075677.5743
2022-11-30,107110718.3221,153079199.554,108284471.77,368474389.6461
2022-12-01,110136015.9863,157859891.7081,110359012.6317,378354920.3261
2022-12-02,109401818.6195,156276097.9549,110751296.2511,376429212.8255
2022-12-03,106498883.9839,158982417.7596,111090706.0648,376572007.8083
2022-12-04,110186258.5352,158965252.5684,109922600.4863,379074111.5899
2022-12-05,110590820.1104,159406540.8148,111617733.3453,381615094.2705
2022-12-06,106130292.4493,150895770.6765,106327778.5245,363353841.6503
2022-12-07,105914374.9418,154537513.1429,109469392.1308,369921280.2155
2022-12-08,109516171.28739999,159063143.4182,110378034.97,378957349.6756
2022-12-09,105143942.2416,158566320.271,109882751.1123,373593013.6249
2022-12-10,108355751.5256,158696058.4549,109429273.8568,376481083.8373
2022-12-11,102003093.0836,156380411.0774,109042728.9928,367426233.1538
2022-12-12,108774974.2468,155985108.839,109635428.9611,374395512.0469
2022-12-13,108541895.0859,153303637.7741,106735960.4761,368581493.3361
2022-12-14,107145604.473,153624751.3833,109001690.9455,369772046.8018
2022-12-15,105756032.8562,152389101.4569,107932411.9621,366077546.2752
2022-12-16,107283454.732,155666220.6355,109266239.3433,372215914.7108
2022-12-17,101886995.6022,157374027.7175,109899004.1833,369160027.503
2022-12-18,104163987.7382,157909914.9719,109969727.041,372043629.7511
2022-12-19,106922419.4347,154300352.4797,108067074.3881,369289846.3025
2022-12-20,107346531.1574,155323155.1921,108138590.5319,370808276.8814
2022-12-21,100789508.3967,153893383.2012,110140013.3949,364822904.9928
2022-12-22,106765207.26099999,157580689.8554,109275422.4945,373621319.6109
2022-12-23,100368548.6079,149871746.6647,110900245.9084,361140541.181
2022-12-24,103465883.128,154246227.2179,110379398.9363,368091509.2822
2022-12-25,109941340.5437,160087423.6956,111073573.3749,381102337.6142
2022-12-26,108803772.6153,158032211.1256,110315772.6866,377151756.4275
2022-12-27,108042119.3759,155644455.2153,110288641.5016,373975216.0928
2022-12-28,109750698.2853,158105277.2622,110733108.5591,378589084.1066
2022-12-29,109260042.3691,157738346.1012,110053388.7377,377051777.208
2022-12-30,104777098.2516,158929528.982,108950460.6834,372657087.917
2022-12-31,100802647.9668,149816430.5865,108387918.8107,359006997.364
2023-01-01,108475322.2865,158284012.5507,109381339.4913,376140674.3285
2023-01-02,108546216.3548,157297667.1275,109824734.7653,375668618.2476
2023-01-03,103073278.6827,151020520.0285,109676726.9371,363770525.6483
2023-01-04,109687502.6517,156378419.5169,108886453.1207,374952375.2893
2023-01-05,108215006.493,155435150.1594,109364515.8177,373014672.4701
2023-01-06,108445786.0688,156999810.6976,108995980.9743,374441577.7407
2023-01-07,108828903.8773,157962275.5504,110248688.1855,377039867.6132
2023-01-08,105251798.2345,152702832.8362,108371307.1565,366325938.2272
2023-01-09,109539847.9841,158804212.4877,110921100.923,379265161.3948
2023-01-10,109621752.7289,157768736.7812,111083614.6399,378474104.15
2023-01-11,108501736.1251,152571765.1161,109744468.0937,370817969.3349
2023-01-12,107866960.2581,152892729.9525,110084779.2493,370844469.4599
2023-01-13,109046074.3325,158988585.3321,110312338.9807,378346998.6453
2023-01-14,109399730.1596,158064463.718,110934096.9702,378398290.8478
2023-01-15,103030406.1126,155769386.0012,109522615.7323,368322407.8461
2023-01-16,107672063.2355,155723762.8791,108814775.0439,372210601.1585
2023-01-17,106956950.1268,156583403.5914,108287086.551,371827440.2692
2023-01-18,105911188.5116,154538550.3423,107570445.3264,368020184.1803
2023-01-19,108153513.9845,158027006.6825,110759373.412,376939894.079
2023-01-20,106156521.2455,159445167.1784,110649378.8244,376251067.2483
2023-01-21,109857582.2625,162149759.6481,113053647.45549999,385060989.3661
2023-01-22,104071218.1981,155206099.4736,111633351.9575,370910669.6292
2023-01-23,110832197.1232,162105852.7092,112702765.0934,385640814.9258
2023-01-24,107055357.1463,154954577.2534,109251493.5606,371261427.9603
2023-01-25,107438695.2761,151104246.9411,102921143.2238,361464085.441
2023-01-26,99289057.736,149596866.7534,107042894.6492,355928819.1386
2023-01-27,107077177.1812,155415464.3505,107491804.2791,369984445.8108
2023-01-28,100005086.3065,154100420.1874,108740083.9297,362845590.4236
2023-01-29,100297362.2253,150353940.415,107527981.6559,358179284.2962
2023-01-30,101221043.0914,143949535.0254,98015742.7162,343186320.833
2023-01-31,92946954.1392,140257984.5116,97571684.6025,330776623.2533
2023-02-01,89205854.4266,131093394.1869,96257861.6685,316557110.282
2023-02-02,89179336.1035,140506080.3487,101405911.1812,331091327.6334
2023-02-03,94041675.3409,147397566.2677,103407667.4175,344846909.0261
2023-02-04,96571615.0168,144665299.8108,103014830.4507,344251745.2783
2023-02-05,102085456.0933,147928630.486,103418279.6591,353432366.2384
2023-02-06,102354062.7187,148582064.995,103873012.2305,354809139.9442
2023-02-07,109779793.8219,159910985.6756,112184105.2091,381874884.7066
2023-02-08,107576605.9906,157320617.5678,110848546.5476,375745770.106
2023-02-09,108184782.3349,154666686.8552,109646550.4017,372498019.5918
2023-02-10,104791572.7771,151734684.3242,105847094.4546,362373351.5559
2023-02-11,101632546.2303,149205140.7806,104522503.0562,355360190.0671
2023-02-12,103022140.8789,150137455.0116,106402418.0092,359562013.8997
2023-02-13,105706499.9578,152061061.0862,107925413.3677,365692974.4117
2023-02-14,105587070.6408,149809857.4282,105382757.9269,360779685.9959
2023-02-15,102094819.321,148251739.1864,105216978.7763,355563537.2837
2023-02-16,104136839.2824,149797069.2638,106889248.5891,360823157.1353
2023-02-17,106532219.7611,154143835.3013,107847717.9055,368523772.9679
2023-02-18,106558459.8629,154187724.9699,108927591.8855,369673776.7183
2023-02-19,107323531.2229,156683811.7461,105609430.4048,369616773.3738
2023-02-20,107246173.1844,154807608.6694,108231440.0035,370285221.8573
2023-02-21,107228922.8654,152072685.4313,105930127.6428,365231735.9395
2023-02-22,106751280.4352,154957325.2609,108023625.91,369732231.6061
2023-02-23,105741521.6276,152914418.1223,109201712.9347,367857652.6846
2023-02-24,107815085.864,157288149.489,109347778.1299,374451013.4829
2023-02-25,108480966.2644,158061780.128,109036540.384,375579286.7764
2023-02-26,107322070.7588,155870331.9931,107452162.0177,370644564.7696
2023-02-27,106007493.3699,153655878.7743,106807466.5808,366470838.725
2023-02-28,104869633.7954,147159890.6739,103510026.9129,355539551.3822
2023-03-01,101844918.6633,143770669.8145,101989043.0841,347604631.5619
2023-03-02,101552659.324,139894349.966,100871146.6718,342318155.9618
2023-03-03,98078304.7246,148067141.7891,105439343.4684,351584789.9821
2023-03-04,100324343.8775,152041507.3813,107430768.6015,359796619.8603
2023-03-05,98555724.07970001,150846846.679,106316410.05590001,355718980.8146
2023-03-06,100999434.5909,145990097.0422,102821277.5997,349810809.2328
2023-03-07,100388985.0305,146914119.7773,104521636.9437,351824741.7515
2023-03-08,102490188.0702,144980960.3772,103330353.055,350801501.5024
2023-03-09,102392189.7395,149036706.5758,105368880.8431,356797777.1584
2023-03-10,105783223.6266,154239422.609,109118454.0729,369141100.3085
2023-03-11,107613132.4518,156010994.9835,107957169.3043,371581296.7396
2023-03-12,107501922.3299,156773778.1536,108985684.16,373261384.64350003
2023-03-13,107639054.4444,155891170.7051,108374330.7503,371904555.8998
2023-03-14,106131844.099,150302293.5298,104647120.3519,361081257.9807
2023-03-15,104378318.7544,148909119.0889,103866825.3088,357154263.1521
2023-03-16,103883403.6936,149114312.0564,104819543.0963,357817258.8463
2023-03-17,104624404.2869,151978035.1582,106445011.7159,363047451.161
2023-03-18,104457137.0198,153297627.0119,106159818.6135,363914582.6452
2023-03-19,104938050.0701,153713853.5354,106387630.4448,365039534.0503
2023-03-20,98474190.6573,149003481.07660002,105535127.2111,353012798.945
2023-03-21,105101669.7474,151702041.3589,103817412.5359,360621123.6422
2023-03-22,103439320.8637,150344600.5248,104778965.7079,358562887.0964
2023-03-23,104976894.7551,151534901.7842,105840905.3045,362352701.8438
2023-03-24,105866347.9285,153154739.6564,109730177.4735,368751265.0584
2023-03-25,109145740.4943,160009150.2962,110847842.9303,380002733.7208
2023-03-26,108971617.0371,158848905.8138,107958246.4066,375778769.2575
2023-03-27,109031620.6805,157488039.8658,109086087.6123,375605748.1586
2023-03-28,105748366.3302,148341812.3509,106490255.802,360580434.4831
2023-03-29,104278782.607,148977155.1046,107718143.0836,360974080.7952
2023-03-30,107142085.1076,154292958.7901,109523872.8326,370958916.7303
2023-03-31,108017468.6393,157681314.3695,110537224.3317,376236007.3405
2023-04-01,109562120.4883,158697469.6316,109896211.9709,378155802.0908
2023-04-02,110097586.7121,160851025.8669,112135949.5473,383084562.1263
2023-04-03,110923043.7622,160517434.094,110387628.4217,381828106.2779
2023-04-04,109215038.2682,158235576.6467,110228390.1116,377679005.0265
2023-04-05,107939312.4365,157716411.0875,108672855.8617,374328579.3857
2023-04-06,107906239.855,155543970.8058,109120304.5872,372570515.248
2023-04-07,107502315.9423,158751860.0563,110794718.9926,377048894.9912
2023-04-08,110227537.468,160170331.2498,111303137.1117,381701005.8295
2023-04-09,110025071.5425,158825269.2902,109244144.8822,378094485.7149
2023-04-10,108387131.5341,157043800.6803,109854750.7689,375285682.9833
2023-04-11,100944352.6004,151500265.0606,107392175.9417,359836793.6027
2023-04-12,99108220.4725,145237813.8705,105833804.1221,350179838.4651
2023-04-13,102685950.9958,153723092.7348,107213975.4099,363623019.1405
2023-04-14,107462946.0777,153421268.0087,108657251.8392,369541465.9256
2023-04-15,107273223.8027,154607430.849,107230236.88,369110891.5317
2023-04-16,101511467.257,151549834.8142,108873968.3492,361935270.4204
2023-04-17,108460319.1174,157199014.0958,106776602.6248,372435935.838
2023-04-18,107382593.0567,154442084.1978,108909482.8967,370734160.1512
2023-04-19,109593387.9915,158093098.375,112785282.5987,380471768.9652
2023-04-20,106100819.9957,157745958.557,109747367.6111,373594146.1638
2023-04-21,104536129.5957,153785570.3782,108619850.7422,366941550.7161
2023-04-22,101553087.2173,154062869.2789,107782285.0164,363398241.5126
2023-04-23,100227383.9595,152725708.4189,107958104.8494,360911197.2278
