Fecha,Generacion_Cogenerador_kWh,Generacion_Eolica_kWh,Generacion_Hidraulica_kWh,Generacion_Solar_kWh,Generacion_Termica_kWh,Generacion_Total_kWh,Generacion_Cogenerador_kWh_Pct,Generacion_Eolica_kWh_Pct,Generacion_Hidraulica_kWh_Pct,Generacion_Solar_kWh_Pct,Generacion_Termica_kWh_Pct
2022-02-15,2939251.8,183544.19,158817953.99,1265875.3900000001,50061509.16,213268134.53,1.378195484514139,0.08606264147454303,74.46867500388784,0.5935604926585655,23.47350637746491
2022-02-16,3081356.96,165320.44,159435248.54,1369865.95,49691965.14,213743757.03,1.4416126126048754,0.07734515491687388,74.59176855285764,0.6408916775088465,23.248382002111757
2022-02-17,2990602.52,186427.84,162719171.63,1258653.23,49963594.74,217118449.96,1.3774059830249168,0.08586457762311117,74.94488453651817,0.579708094927853,23.01213680790594
2022-02-18,2987075.98,170680.69,162308303.42000002,1130251.44,48650486.31,215246797.84,1.3877446772613042,0.07929534455925916,75.40567620459984,0.5250955885718462,22.60218818500775
2022-02-19,2795359.19,148297.33,149025720.97,1123148.62,52886226.56,205978752.67,1.3571104561830534,0.07199642102774949,72.3500453509179,0.5452740175582111,25.675573754313096
2022-02-20,2972756.95,135443.91,128257317.08,1403364.05,53721102.78,186489984.77,1.5940571573676363,0.07262798062161051,68.7743726496525,0.7525144321990176,28.806427780159233
2022-02-21,2919859.73,147171.06,158477633.39000002,1397542.7,48958131.94,211900338.82,1.377940094980354,0.06945296115123975,74.78875884413748,0.6595282989080782,23.104319800822864
2022-02-22,2687698.37,159808.8,167065668.09,1443364.78,49544147.63,220900687.67,1.2166998656043615,0.07234418402478485,75.62931100494207,0.6533998582006316,22.428245087228163
2022-02-23,2959740.24,149309.91,166562264.73,1361745.95,49792329.6,220825390.43,1.340307939334637,0.06761446666493277,75.4271347174631,0.6166618554815431,22.54828102105577
2022-02-24,2815397.29,154635.58,168192327.3,1045470.97,46363636.28,218571467.42,1.2880900344554223,0.0707482920004637,76.95072430328108,0.4783199666180839,21.212117403644964
2022-02-25,2713029.86,147752.02,170058463.25,1180800.43,43550017.12,217650062.68,1.246510029261435,0.06788512632648877,78.13389123624029,0.5425224396723798,20.009191168499413
2022-02-26,2621739.58,146331.14,160633681.97,1122083.52,43300367.03,207824203.24,1.2615179267509844,0.07041101937054635,77.29305801042656,0.5399195582163224,20.835093485235586
2022-02-27,2660255.98,156526.42,140863109.08,806891.13,43571796.3,188058578.91,1.4145890048829575,0.08323279953897213,74.903846395337,0.4290637176335132,23.16926808260757
2022-02-28,2373702.87,141294.13,160815394.3,708785.86,44823935.77,208863112.93,1.1364873560969768,0.06764915451937864,76.99559392945413,0.3393542545914021,21.460915305338116
2022-03-01,2465668.35,131205.91,162434308.73,886095.14,46413663.45,212330941.58,1.1612383629312024,0.06179311833860328,76.50053615421827,0.41731795347695266,21.85911441103496
2022-03-02,2394399.79,178598.27,164731425.15,822488.11,44840547.5,212967458.82,1.1243031227713272,0.0838617650741427,77.35051451650693,0.38620365503593984,21.055116940611672
2022-03-03,2409888.47,164869.13,166913337.95,1007861.5,42515558.77,213011515.82,1.1313418716931791,0.07739916284118578,78.35883299898485,0.4731488324094496,19.959277134071336
2022-03-04,2384146.63,137179.91,174754140.47,1036808.4199999999,35518242.23,213830517.66,1.1149702372188512,0.0641535696126042,81.72553776812477,0.4848739232107978,16.61046450183298
2022-03-05,2192678.69,148644.06,170123568.68,948585.86,29304170.46,202717647.75,1.08164173881107,0.07332566337949727,83.92143978002528,0.4679345239689424,14.45565829381522
2022-03-06,2330495.24,178593.47,156653123.98,984873.24,22285705.15,182432791.08,1.2774541387014338,0.09789548739715527,85.8689509997711,0.5398553813541753,12.215843992776124
2022-03-07,2159028.85,136473.53,174533392.05,1365109.37,27669208.46,205863212.26,1.0487686587116896,0.06629330636677203,84.7812438822575,0.6631147717037961,13.440579380960255
2022-03-08,1689964.14,133203.48,184256433.34,1355960.5799999998,24770407.16,212205968.7,0.7963791736645907,0.06277084514447025,86.82905314528979,0.6389832426989599,11.672813593202198
2022-03-09,2276952.81,164920.7,184905497.96,1396495.71,24736983.58,213480850.76,1.066584099648264,0.07725315849776503,86.61455924581965,0.6541550237543189,11.587448472280016
2022-03-10,2532715.28,173285.69,186196556.18,1263350.3599999999,25040435.82,215206343.32999998,1.176877614669705,0.08052071668458288,86.52001297865276,0.5870414135808085,11.635547276412153
2022-03-11,2351529.41,103716.1,185927353.74,1284961.96,25467329.18,215134890.39,1.0930488335653552,0.04820979982000213,86.42361701672282,0.5972819925538811,11.837842357337955
2022-03-12,2430549.24,120485.09,178973977.16,1293047.0,23869079.42,206687137.91,1.1759557293102392,0.05829346287259739,86.59173423647317,0.6256059342033394,11.548410637140648
2022-03-13,2367626.9699999997,163736.56,161387589.36,761041.02,21819702.58,186499696.49,1.2695071437432341,0.0877945450215676,86.5350412882058,0.40806555416609297,11.699591468863305
2022-03-14,2344076.62,178264.17,184517140.74,1169709.02,26319670.86,214528861.41,1.0926625930858243,0.08309565847147617,86.01040416065852,0.5452455265515503,12.268592061232624
2022-03-15,2263465.73,174167.75,184136065.54,1441761.03,29051643.98,217067104.03,1.0427493102258256,0.08023682389752108,84.82909760225633,0.6642006104254009,13.383715653194916
2022-03-16,2393688.73,151164.22,181718162.78,1276585.36,33253549.74,218793150.83,1.0940418934136888,0.0690900146675309,83.05477666492088,0.5834667836526078,15.198624643345285
2022-03-17,2114198.98,227272.14,181439165.88,1105959.2,33523907.169999998,218410503.37,0.967993272932678,0.10405733080290003,83.07254599959947,0.5063672227001104,15.349036173964842
2022-03-18,2224367.29,230418.48,181648659.78,1202122.6199999999,34015843.45,219321411.62,1.0142043467484043,0.1050597286867855,82.82303968329711,0.5481100140294637,15.509586227238238
2022-03-19,2109294.36,240906.84,166606118.0,1322236.44,36113362.5,206391918.14,1.021984959008531,0.11672300067320845,80.72317923175052,0.6406435154612494,17.497469293106498
2022-03-20,2345059.34,192499.05,150979409.05,1054434.81,31659858.0,186231260.25,1.259218960797426,0.10336559487466605,81.07092700082826,0.5661964637862134,17.000291979713435
2022-03-21,2128021.71,204112.02,156669214.4,1205153.2,29399781.85,189606283.18,1.122337126338684,0.10765045154449294,82.628703950316,0.63560826138652,15.505700210414302
2022-03-22,2091038.7000000002,204378.8,181611186.44,1118327.5999999999,28487798.25,213512729.79,0.9793508340493969,0.09572206781348182,85.05871599254213,0.5237756086486874,13.342435496946301
2022-03-23,2104661.34,183610.73,183539958.81,1167937.55,31161656.86,218157825.29,0.9647425377486444,0.08416417323372376,84.13173287092405,0.5353635829690939,14.283996835124485
2022-03-24,1998964.05,228079.42,182622556.03,1377159.9300000002,31334718.22,217561477.65,0.9188042256340135,0.10483446907219515,83.94066725534579,0.6329980586983754,14.402695991249626
2022-03-25,2210391.54,184835.06,187617344.75,1236131.82,30974149.09,222222852.26,0.9946733729318933,0.0831755411832009,84.42756577099836,0.5562577419147379,13.938327572971815
2022-03-26,2114091.82,179796.05,174905061.23,915903.48,28492014.28,206606866.85999998,1.0232437344072116,0.08702326923230126,84.65597677763458,0.443307375945365,13.790448842780542
2022-03-27,2084780.91,155633.56,159126140.24,818632.81,25792981.77,187978169.29,1.1090548002857403,0.08279342254892326,84.65139374482948,0.4354935539015005,13.721264478434373
2022-03-28,1572148.94,186202.63,174636560.42000002,791817.54,30736522.38,207923251.91,0.7561198305423329,0.08955353876467755,83.9908758716374,0.3808220257841773,14.78262873327143
2022-03-29,1648112.31,187549.09,170988755.94,815133.37,34860534.86,208500085.57,0.7904612151569969,0.08995156500165268,82.00896199756893,0.3909510961453943,16.719674126127025
2022-03-30,1657234.52,188128.95,171399372.37,1289890.3599999999,36267943.17,210802569.37,0.7861548011263693,0.08924414468108151,81.30800913966108,0.6118949896364823,17.204696924894982
2022-03-31,1485493.04,188180.38,169532307.62,1229182.33,39370751.79,211805915.16,0.701346342890304,0.08884566791151556,80.04134704733522,0.5803342787057978,18.588126663157162
2022-04-01,1193423.3499999999,160607.64,174760619.42,1179235.54,33612445.37,210906331.32,0.5658546818062398,0.07615117051954039,82.86172270231303,0.5591276149082465,15.937143830452932
2022-04-02,1362312.59,184084.77,177089291.56,1209826.24,28634820.939999998,208480336.1,0.6534489609353619,0.08829838508688014,84.9429230942227,0.5803071227876824,13.735022436967379
2022-04-03,1817757.05,172515.97,160218455.35,1017017.91,28407607.63,191633353.91,0.9485598477046454,0.09002397885340023,83.60676890581693,0.5307102804648711,14.823936987160149
2022-04-04,1828860.21,161006.47,174995727.51,1154781.44,33269398.99,211409774.62,0.8650783594501711,0.07615847956387174,82.77560856613528,0.5462289726554366,15.736925622195244
2022-04-05,1786612.01,174465.69,178732095.67,1072180.57,32030325.42,213795679.36,0.8356632909272278,0.08160393630136267,83.59948910335171,0.5014977726442301,14.98174589677545
2022-04-06,1751609.85,175364.8,186822790.35,1215168.21,28684958.529999997,218649891.74,0.8011025462033462,0.08020346985057235,85.4438064721998,0.5557598041004179,13.11912770764585
2022-04-07,2065237.9,176256.16,184257548.10999998,816931.72,30569927.89,217885901.78,0.9478529281280788,0.08089378824425562,84.56607178561069,0.3749355572463143,14.03024594077066
2022-04-08,2011669.4,172083.92,184661722.49,1117976.35,28598658.419999998,216562110.57999998,0.928911061409734,0.07946169324778106,85.26963557726516,0.5162382039064076,13.205753464170916
2022-04-09,2001926.01,184140.64,181471565.65,1243183.4200000002,27072898.02,211973713.74,0.9444218222526859,0.0868695635657263,85.61041010612621,0.5864799922903875,12.771818515764991
2022-04-10,2016876.43,158967.44,167224806.59,1300660.37,25979280.64,196680591.47,1.0254577815359263,0.08082517894209584,85.02354265876157,0.6613059073489678,13.20886847341145
2022-04-11,1859005.67,172974.88,181687511.65,1035455.1399999999,34333259.25,219088206.59,0.8485192785748293,0.07895216392167739,82.92893281563467,0.4726202090547679,15.67097553281405
2022-04-12,2070923.96,208690.55,182008616.09,1321497.77,33936576.41,219546304.78,0.9432743411806468,0.09505536893874018,82.90215418218254,0.6019221190373615,15.457593988660708
2022-04-13,2028555.85,209585.72,181202374.46,1442890.86,31196694.32,216080101.21,0.9387980839700385,0.09699445660491969,83.85889003443975,0.6677573973355878,14.43756002764971
2022-04-14,2005483.19,217265.34,161164496.67,1405914.07,27915259.88,192708419.15,1.0406827054291674,0.11274304514474036,83.63126913752174,0.7295550844126159,14.48575002749173
2022-04-15,1983523.85,219751.81,152924434.18,1365934.97,27145283.55,183638928.35999998,1.0801216646786145,0.11966515594624112,83.27451894089239,0.7438155853982463,14.781878653084512
2022-04-16,2024961.0699999998,152820.19,163362773.2,809246.0599999999,27004130.17,193353930.69,1.0472820815039827,0.07903650546676146,84.48898484609337,0.41853095880292496,13.966165608132949
2022-04-17,2032329.22,94653.67,156165404.24,1100668.96,26242522.86,185635578.95,1.094795098814219,0.05098897018307816,84.12471635195664,0.592919184040932,14.136580395005147
2022-04-18,1757436.4,54251.17,178353423.12,863490.25,27796350.48,208824951.42,0.8415835311103936,0.02597925661234185,85.40809989764394,0.41349955746586137,13.310837757167477
2022-04-19,1586949.92,44746.05,182877250.65,838456.6,25407231.82,210754635.04,0.7529845878354259,0.021231348004046253,86.77258776078209,0.3978354259401535,12.055360877438286
2022-04-20,1420398.6099999999,2937.95,177499912.1,1070571.77,29652031.8,209645852.23,0.6775228772194821,0.0014013871339447295,84.66655085799978,0.5106572625274209,14.143867615119381
2022-04-21,1474337.6099999999,37459.6,181945864.93,907987.18,25238552.509999998,209604201.82999998,0.7033912474692493,0.017871588294962572,86.8044931072363,0.4331913063157128,12.04105275068378
2022-04-22,1785864.81,75914.22,182683759.4,1062927.85,26670621.599999998,212279087.88,0.8412815543137899,0.03576151601090062,86.05829298798852,0.5007218848617186,12.563942056825084
2022-04-23,1833597.43,114319.9,175804085.87,1194262.51,25911595.35,204857861.06,0.8950583690137061,0.055804497522561405,85.81759321333021,0.5829712874187519,12.648572632714766
2022-04-24,1619075.0999999999,114985.86,159661486.65,1376586.96,28179060.53,190951195.1,0.8478999564009536,0.060217407877328336,83.6137666309898,0.7209103662740051,14.757205638457929
2022-04-25,1537541.3,107605.41,179676934.27,1156954.21,28250835.85,210729871.04,0.7296266506555918,0.05106319738580143,85.26410298798805,0.5490224068805086,13.40618475709005
2022-04-26,1859933.5,15856.38,185276787.42,1179803.3,27421628.58,215754009.18,0.8620620803612915,0.007349286374915649,85.87408786708878,0.5468279845570376,12.70967278161797
2022-04-27,2103403.06,0.0,187062199.35,407657.93,27359253.55,216932513.89,0.9696117111640411,0.0,86.23059586395318,0.18791923934773153,12.611873185535046
2022-04-28,2050878.32,27263.51,184293373.53,900995.33,27038349.509999998,214310860.2,0.9569642518750902,0.0127214784983631,85.99348318513259,0.42041515262416923,12.616415931869792
2022-04-29,1726398.49,142069.27,185257335.01,943230.72,27132905.81,215201939.3,0.8022225522760427,0.06601672385579659,86.0853464483626,0.43830028812384403,12.608113987381712
2022-04-30,1918131.63,115105.25,181242336.29,1013708.35,26651383.07,210940664.59,0.9093228343279488,0.05456759616441294,85.9210037297816,0.4805656377210715,12.634540202004965
2022-05-01,1735808.93,70331.92,158787424.57999998,1258196.8699999999,25420720.56,187272482.85999998,0.9268894732909828,0.037555928626512795,84.789512134949,0.6718535744200043,13.574188888713493
2022-05-02,1457598.72,163052.77,184567887.22,1202862.21,28981492.29,216372893.21,0.6736512593494474,0.07535729988217593,85.30083620080276,0.5559209345287841,13.394234305436822
2022-05-03,1640629.46,130563.34,188148919.35,1426402.35,31368180.46,222714694.96,0.7366507451583562,0.05862358567019991,84.47979572420756,0.6404617128008481,14.084468232163031
2022-05-04,1929711.54,133764.88,190328514.67,1275847.97,31920139.439999998,225587978.5,0.855414172701583,0.05929610296144393,84.36997216587052,0.5655655848700288,14.14975197359641
2022-05-05,1981128.51,174597.97,184329589.21,611599.54,30832044.009999998,217928959.24,0.9090707893567418,0.08011692003159589,84.5824207360171,0.2806417018338806,14.147749852760686
2022-05-06,2053946.6,120512.64,181215127.54,805608.42,27683128.1,211878323.3,0.969399119272717,0.056878229977950744,85.52792221383413,0.3802221989737635,13.065578237941436
2022-05-07,2095406.37,121575.7,173021955.84,791349.59,26711232.43,202741519.93,1.0335358888122548,0.059965861971428495,85.34115552637606,0.39032438460223984,13.175018338238024
2022-05-08,2040370.54,134537.94,158361503.92,1251500.99,25542163.69,187330077.07999998,1.0891847010390394,0.07181865405550711,84.53608005102733,0.6680726392193508,13.634843954658777
2022-05-09,1740393.45,138021.23,188009457.0,1262260.46,27006304.45,218156436.59,0.7977731380307012,0.06326709042254622,86.18102676170047,0.5786033544232636,12.379329655423026
2022-05-10,1587943.5,63709.42,190195857.4,717301.7999999999,25772606.27,218337418.39,0.7272887587062946,0.029179341072083472,87.11097658041702,0.3285290287342029,11.80402629107041
2022-05-11,1569336.78,33579.53,188712606.9,925598.49,24875860.72,216116982.42,0.7261515325760766,0.01553766373377443,87.31965659841458,0.42828586612467107,11.510368339150903
2022-05-12,1650903.68,84013.5,189850462.61,1103826.96,25419446.79,218108653.54,0.7569180099941486,0.03851910441719011,87.0439845135179,0.5060904013134737,11.654487970757293
2022-05-13,1650126.19,151615.81,186276152.17,1116603.64,29998476.56,219192974.37,0.7528189234818129,0.06917001351698021,84.98272022878065,0.509415798206726,13.68587503601382
2022-05-14,1270207.74,163747.81,183311050.75,933322.16,27487024.3,213165352.76,0.5958790786371881,0.07681727254445589,85.99476808803325,0.43783952125222475,12.894696039532874
2022-05-15,943153.8500000001,178921.88,165852184.23000002,1069504.47,26618903.98,194662668.41,0.4845067920334485,0.09191381247438433,85.19978976178467,0.5494142655783396,13.67437536812917
2022-05-16,914926.9,73405.66,184983483.21,919204.29,31459449.16,218350469.22,0.4190176019627241,0.0336182744475991,84.7186103473032,0.4209765581377577,14.407777218148723
2022-05-17,628987.26,84679.2,186358294.44,716990.52,30045189.39,217834140.81,0.28874595031851197,0.038873245343969826,85.55054489945451,0.3291451548108686,13.792690750072145
2022-05-18,667599.38,58704.4,188555026.99,566677.5900000001,27165463.64,217013472.0,0.3076303852693532,0.02705103948569608,86.88632334770443,0.26112553510041997,12.517869692440108
2022-05-19,469066.52,69099.7,182093411.94,587660.56,28916028.44,212135267.16,0.22111670835298372,0.03257341456000455,85.8383494540107,0.27702162298019284,13.630938800096121
2022-05-20,392892.83999999997,105401.15,183964412.26,1005010.11,31735040.490000002,217202756.85,0.18088759355450143,0.04852661703220918,84.69708899093101,0.4627059640380435,14.610790834444238
2022-05-21,378676.69,85856.44,180234859.16,1215864.4700000002,26809293.78,208724550.54,0.18142412525038848,0.04113384830767498,86.35057960058215,0.5825210627376542,12.844341363122144
2022-05-22,393847.49,114204.1,168652203.8,1407563.51,24775019.52,195342838.42,0.20161859691687384,0.05846341791883543,86.33651746033641,0.7205605904904717,12.68283993433743
2022-05-23,386040.82,83846.55,187828345.17,1116119.3599999999,27578068.89,216992420.79,0.17790520912875615,0.038640312732924745,86.55986438889298,0.5143586840206521,12.709231405224697
2022-05-24,378933.88,69821.99,190678671.47,935197.77,28784111.11,220846736.22,0.17158228665082872,0.031615586082488316,86.33981861522844,0.4234600818679919,13.033523430170254
2022-05-25,505676.65,96341.06,190756027.06,601155.01,28183346.55,220142546.33,0.22970418868598722,0.04376303518156911,86.65114047243337,0.2730753414193962,12.802316962279683
2022-05-26,617079.14,138143.61,185540264.74,734456.1699999999,31024459.2,218054402.86,0.2829932034879344,0.063352818465534,85.08897885410943,0.33682244447572623,14.22785267946137
2022-05-27,765996.1,114276.14,188018144.56,1082753.82,29334485.43,219315656.04999998,0.34926649277850313,0.052105783079137366,85.72946772077927,0.49369654656717793,13.37546345679593
2022-05-28,1171826.01,110702.75,178978261.9,1253584.6500000001,29101408.02,210615783.33,0.5563809091002183,0.052561469159482295,84.97856099396441,0.5951997662187742,13.817296861557102
2022-05-29,1372057.23,130712.31,150241291.77,1290350.97,34025479.97,187059892.25,0.7334855235382507,0.06987725077127002,80.31721282572268,0.6898063259201946,18.189618074047615
2022-05-30,1310418.22,137183.88,163614713.46,1142223.77,27634606.87,193839146.2,0.6760338382051747,0.07077202035261546,84.40746705063646,0.58926372324271,14.256463367563061
2022-05-31,1096052.75,141169.08,178865277.9,938302.02,32825555.69,213866357.44,0.5124942338382962,0.06600808172440345,83.63413490603845,0.43873287562923013,15.34862990276962
2022-06-01,1331854.35,68610.64,183270760.08,1309477.9000000001,29805491.36,215786194.33,0.6172101760890256,0.031795657832991084,84.93164293899433,0.6068404441098889,13.812510782973778
2022-06-02,1636893.42,114174.58,183296585.04,855445.73,29409730.72,215312829.49,0.7602396122317568,0.053027299985067874,85.13035914959866,0.39730364977611815,13.659070288408385
2022-06-03,1611229.62,96578.54,181036898.75,753843.1,28159819.9,211658369.91,0.761240682655317,0.04562944524285362,85.53259614868023,0.35616030697039963,13.304373416451206
2022-06-04,1724834.29,70205.46,170771037.0,639416.12,30533891.46,203739384.33,0.8465885452987616,0.0344584628204663,83.8183729481578,0.31384021410623647,14.986739829616722
2022-06-05,2017931.32,77686.67,153078942.92,1161859.8399999999,29598304.86,185934725.61,1.0852901809383535,0.04178168964680034,82.32939942648724,0.6248751201198494,15.918653582807735
2022-06-06,1635966.92,126866.23,180071045.67,1140855.05,28304525.89,211279259.76,0.7743149620357227,0.06004670318521189,85.22892681210139,0.5399749371026479,13.39673658557502
2022-06-07,1237128.8699999999,144243.63,180559201.56,682784.54,28000270.03,210623628.63,0.5873647121393248,0.0684840684486502,85.72599510057164,0.3241728121584304,13.293983306681959
2022-06-08,1240447.63,137607.67,181334225.34,1213767.68,27277287.27,211203335.59,0.5873238822364187,0.06515411776788028,85.85765221625873,0.5746915296623133,12.915178254074656
