Fecha,DTB_Vencimiento_00Meses,DTB_Vencimiento_01Meses,DTB_Vencimiento_02Meses,DTB_Vencimiento_03Meses,DTB_Vencimiento_04Meses,DTB_Vencimiento_05Meses,DTB_Vencimiento_06Meses,DTB_Vencimiento_07Meses,DTB_Vencimiento_08Meses,DTB_Vencimiento_09Meses,DTB_Vencimiento_10Meses,DTB_Vencimiento_11Meses,DTB_Vencimiento_12Meses,DTB_Vencimiento_13Meses,DTB_Vencimiento_14Meses,DTB_Vencimiento_15Meses,DTB_Vencimiento_16Meses,DTB_Vencimiento_17Meses,DTB_Vencimiento_18Meses,DTB_Vencimiento_19Meses,DTB_Vencimiento_20Meses,DTB_Vencimiento_21Meses,DTB_Vencimiento_22Meses,DTB_Vencimiento_23Meses,ELM_Vencimiento_00Meses,ELM_Vencimiento_01Meses,ELM_Vencimiento_02Meses,ELM_Vencimiento_03Meses,ELM_Vencimiento_04Meses,ELM_Vencimiento_05Meses,ELM_Vencimiento_06Meses,ELM_Vencimiento_07Meses,ELM_Vencimiento_08Meses,ELM_Vencimiento_09Meses,ELM_Vencimiento_10Meses,ELM_Vencimiento_11Meses,ELM_Vencimiento_12Meses,ELM_Vencimiento_13Meses,ELM_Vencimiento_14Meses,ELM_Vencimiento_15Meses,ELM_Vencimiento_16Meses,ELM_Vencimiento_17Meses,ELM_Vencimiento_18Meses,ELM_Vencimiento_19Meses,ELM_Vencimiento_20Meses,ELM_Vencimiento_21Meses,ELM_Vencimiento_22Meses,ELM_Vencimiento_23Meses,ELM_Vencimiento_24Meses,ELM_Vencimiento_25Meses,ELM_Vencimiento_26Meses,ELM_Vencimiento_27Meses,ELM_Vencimiento_28Meses,ELM_Vencimiento_29Meses,ELM_Vencimiento_30Meses,ELM_Vencimiento_31Meses,ELM_Vencimiento_32Meses,ELM_Vencimiento_33Meses,ELM_Vencimiento_34Meses,ELM_Vencimiento_35Meses,ELM_Vencimiento_36Meses,ELM_Vencimiento_37Meses,ELM_Vencimiento_38Meses,ELM_Vencimiento_39Meses,ELM_Vencimiento_40Meses,ELM_Vencimiento_41Meses,ELM_Vencimiento_42Meses,ELM_Vencimiento_43Meses,ELM_Vencimiento_44Meses,ELM_Vencimiento_45Meses,ELM_Vencimiento_46Meses,ELM_Vencimiento_47Meses,ELM_Vencimiento_48Meses,ELM_Vencimiento_49Meses,ELM_Vencimiento_50Meses,ELM_Vencimiento_51Meses,ELM_Vencimiento_52Meses,ELM_Vencimiento_53Meses,ELM_Vencimiento_54Meses,ELM_Vencimiento_55Meses,ELM_Vencimiento_56Meses,ELM_Vencimiento_57Meses,ELM_Vencimiento_58Meses,ELM_Vencimiento_59Meses,ELM_Vencimiento_60Meses,ELM_Vencimiento_61Meses,ELM_Vencimiento_62Meses,ELM_Vencimiento_63Meses,ELM_Vencimiento_64Meses,ELM_Vencimiento_65Meses,ELM_Vencimiento_66Meses,ELM_Vencimiento_67Meses,ELM_Vencimiento_68Meses,ELM_Vencimiento_69Meses,ELM_Vencimiento_70Meses,ELM_Vencimiento_71Meses,MTB_Vencimiento_00Meses,MTB_Vencimiento_01Meses,MTB_Vencimiento_02Meses,MTB_Vencimiento_03Meses,MTB_Vencimiento_04Meses,MTB_Vencimiento_05Meses,MTB_Vencimiento_06Meses,MTB_Vencimiento_07Meses,MTB_Vencimiento_08Meses,MTB_Vencimiento_09Meses,MTB_Vencimiento_10Meses,MTB_Vencimiento_11Meses,MTB_Vencimiento_12Meses,MTB_Vencimiento_13Meses,MTB_Vencimiento_14Meses,MTB_Vencimiento_15Meses,MTB_Vencimiento_16Meses,MTB_Vencimiento_17Meses,MTB_Vencimiento_18Meses,MTB_Vencimiento_19Meses,MTB_Vencimiento_20Meses,MTB_Vencimiento_21Meses,MTB_Vencimiento_22Meses,MTB_Vencimiento_23Meses,NTB_Vencimiento_00Meses,NTB_Vencimiento_01Meses,NTB_Vencimiento_02Meses,NTB_Vencimiento_03Meses,NTB_Vencimiento_04Meses,NTB_Vencimiento_05Meses,NTB_Vencimiento_06Meses,NTB_Vencimiento_07Meses,NTB_Vencimiento_08Meses,NTB_Vencimiento_09Meses,NTB_Vencimiento_10Meses,NTB_Vencimiento_11Meses,NTB_Vencimiento_12Meses,NTB_Vencimiento_13Meses,NTB_Vencimiento_14Meses,NTB_Vencimiento_15Meses,NTB_Vencimiento_16Meses,NTB_Vencimiento_17Meses,NTB_Vencimiento_18Meses,NTB_Vencimiento_19Meses,NTB_Vencimiento_20Meses,NTB_Vencimiento_21Meses,NTB_Vencimiento_22Meses,NTB_Vencimiento_23Meses
2022-11-10,244.93,297.71,315.0,325.5,345.0,313.98,326.83,326.64,326.64,328.77,331.95,305.0,305.0,367.5,315.25,320.85,334.7,310.91,298.96,262.65,262.65,257.5,281.85,281.85,281.82,274.56,328.71,323.44,353.0,353.0,335.0,335.0,335.0,335.0,335.0,353.0,353.0,345.0,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,311.1,311.1,311.1,311.1,311.1,311.1,311.1,311.1,311.1,311.1,311.1,311.1,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,200.09,242.0,280.0,300.0,307.0,296.28,259.24,253.33,253.33,275.2,269.27,280.0,282.0,290.63,286.97,296.38,281.05,281.29,261.66,242.41,250.55,221.91,255.45,247.35,245.07,275.6,336.8,382.02,370.48,329.13,334.04,329.76,329.76,331.9,335.11,324.19,335.5,355.02,319.05,331.01,326.11,300.5,275.35,266.49,262.34,261.57,284.03,288.19
2022-11-11,237.59,288.78,320.25,331.91,345.0,306.99,326.83,326.64,326.64,328.77,331.95,311.69,298.54,356.48,315.25,320.85,334.7,310.91,298.96,254.77,254.77,251.04,280.29,280.29,262.09,290.0,315.0,328.77,353.0,353.0,335.0,335.0,335.0,335.0,335.0,353.0,353.0,350.0,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,194.08,240.0,289.04,300.0,307.0,296.28,267.22,253.34,245.73,277.6,261.19,288.4,282.0,290.63,291.42,296.38,281.05,281.29,257.89,242.41,250.55,228.57,255.45,256.2,238.94,265.0,336.8,382.02,370.48,329.13,334.04,329.76,329.76,331.9,335.11,324.19,335.5,355.02,319.05,331.01,326.11,300.5,275.35,266.49,262.34,261.57,284.03,288.19
2022-11-15,229.27,281.56,320.25,331.91,345.0,306.99,326.83,326.64,326.64,328.77,331.95,311.69,298.54,356.48,315.25,320.85,334.7,310.91,298.96,254.77,254.77,251.04,280.29,280.29,248.99,286.98,315.0,328.77,353.0,353.0,335.0,335.0,335.0,335.0,335.0,353.0,353.0,345.39,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,187.29,228.31,289.04,300.0,307.0,296.28,267.22,253.34,245.73,277.6,261.19,288.4,282.0,290.63,291.42,296.38,281.05,281.29,257.89,242.41,250.55,228.57,255.45,256.2,232.97,262.35,336.8,382.02,370.48,329.13,334.04,329.76,329.76,331.9,335.11,324.19,335.5,355.02,319.05,331.01,326.11,300.5,275.35,266.49,262.34,261.57,284.03,288.19
2022-11-16,223.54,277.34,320.25,331.91,335.0,306.99,326.83,326.64,326.64,328.77,331.95,311.69,298.54,356.48,315.25,320.85,334.7,310.91,298.96,254.77,254.77,251.04,280.29,280.29,240.27,286.98,315.0,328.77,353.0,353.0,335.0,335.0,335.0,335.0,335.0,353.0,353.0,345.39,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,180.73,226.03,289.04,300.0,307.0,296.28,267.22,253.34,245.73,277.6,261.19,288.4,282.0,290.63,291.42,296.38,281.05,281.29,257.89,242.41,250.55,228.57,255.45,256.2,224.82,262.35,336.8,382.02,370.48,329.13,334.04,329.76,329.76,331.9,335.11,324.19,335.5,355.02,319.05,331.01,326.11,300.5,275.35,266.49,262.34,261.57,284.03,288.19
2022-11-17,215.71,265.26,320.25,331.91,335.0,306.99,326.83,326.64,326.64,328.77,331.95,311.69,298.54,356.48,315.25,320.85,334.7,310.91,298.96,254.77,254.77,251.04,280.29,280.29,230.66,286.98,315.0,328.77,353.0,353.0,335.0,335.0,335.0,335.0,335.0,353.0,353.0,345.39,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,171.7,220.0,289.04,300.0,307.0,296.28,267.22,253.34,245.73,277.6,261.19,288.4,282.0,290.63,291.42,296.38,281.05,281.29,257.89,242.41,250.55,228.57,255.45,256.2,216.95,259.73,336.8,382.02,370.48,329.13,334.04,329.76,329.76,331.9,335.11,324.19,335.5,355.02,319.05,331.01,326.11,300.5,275.35,266.49,262.34,261.57,284.03,288.19
2022-11-18,209.24,259.96,320.25,331.91,335.0,306.99,326.83,326.64,326.64,328.77,331.95,311.69,298.54,356.48,315.25,320.85,334.7,310.91,298.96,254.77,254.77,251.04,280.29,280.29,219.13,286.98,315.0,328.77,331.87,335.0,335.0,335.0,335.0,335.0,335.0,344.53,344.53,345.39,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,163.11,215.6,289.04,300.0,307.0,296.28,267.22,253.34,245.73,277.6,261.19,288.4,282.0,290.63,291.42,296.38,281.05,281.29,257.89,242.41,250.55,228.57,255.45,256.2,210.44,255.83,336.8,382.02,370.48,329.13,334.04,329.76,329.76,331.9,335.11,324.19,335.5,355.02,319.05,331.01,326.11,300.5,275.35,266.49,262.34,261.57,284.03,288.19
2022-11-21,202.97,256.06,320.25,331.91,335.0,306.99,326.83,326.64,326.64,328.77,331.95,311.69,298.54,356.48,315.25,320.85,334.7,310.91,298.96,254.77,254.77,251.04,280.29,280.29,208.17,276.07,315.0,328.77,331.87,335.0,335.0,335.0,335.0,335.0,335.0,344.53,344.53,345.39,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,154.96,211.29,289.04,300.0,307.0,296.28,267.22,253.34,245.73,277.6,261.19,288.4,282.0,290.63,291.42,296.38,281.05,281.29,257.89,242.41,250.55,228.57,255.45,256.2,204.13,253.27,336.8,382.02,370.48,329.13,334.04,329.76,329.76,331.9,335.11,324.19,335.5,355.02,319.05,331.01,326.11,300.5,275.35,266.49,262.34,261.57,284.03,288.19
2022-11-22,196.88,252.22,320.25,331.91,335.0,306.99,326.83,326.64,326.64,328.77,331.95,311.69,298.54,356.48,315.25,320.85,334.7,310.91,298.96,254.77,254.77,251.04,280.29,280.29,197.76,266.7,301.12,334.06,324.19,335.0,335.0,335.0,335.0,335.0,335.0,344.53,344.53,339.47,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,147.21,206.01,289.04,300.0,307.0,296.28,267.22,253.34,245.73,277.6,261.19,288.4,282.0,290.63,291.42,296.38,281.05,281.29,257.89,242.41,250.55,228.57,255.45,256.2,196.98,251.58,320.9,382.02,370.48,329.13,334.04,329.76,329.76,331.9,335.11,323.56,335.5,358.15,319.05,331.01,326.11,300.5,261.58,255.58,262.34,248.49,274.29,284.65
2022-11-23,187.03,249.36,304.5,323.53,335.0,306.99,326.83,326.64,326.64,328.77,331.95,311.23,293.34,354.91,315.25,320.85,334.7,310.91,298.96,242.03,254.77,245.96,270.66,270.66,186.8,259.12,310.0,342.93,332.79,343.89,343.89,343.89,343.89,343.89,343.89,353.67,353.67,348.48,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,139.85,200.86,289.04,293.57,307.0,296.28,267.22,253.34,245.73,277.6,261.19,277.6,282.0,305.69,291.42,296.38,281.05,281.29,248.52,243.5,250.55,225.24,251.65,252.0,191.07,249.07,320.9,382.02,370.48,329.13,334.04,329.76,329.76,331.9,335.11,323.56,335.5,358.15,319.05,331.01,326.11,300.5,261.58,255.58,262.34,248.49,274.29,284.65
2022-11-24,181.42,244.37,304.5,323.53,335.0,306.99,326.83,326.64,326.64,328.77,331.95,311.23,293.34,354.91,315.25,320.85,334.7,310.91,298.96,242.03,254.77,245.96,270.66,270.66,177.46,259.12,310.0,331.24,316.51,343.89,343.89,343.89,343.89,343.89,343.89,353.67,353.67,340.0,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,132.86,195.83,289.04,293.57,307.0,296.28,267.22,253.34,245.73,277.6,261.19,277.6,282.0,305.69,291.42,296.38,281.05,281.29,248.52,243.5,250.55,225.24,251.65,252.0,180.74,249.07,320.9,382.02,370.48,328.93,334.04,329.76,329.76,331.9,335.11,323.56,335.5,358.15,319.05,331.01,326.11,300.5,256.14,255.58,262.34,245.59,274.29,284.65
2022-11-25,175.18,241.93,304.5,323.53,335.0,306.8,326.83,326.64,326.64,328.77,331.95,311.23,293.34,354.91,315.25,320.85,334.7,310.91,298.96,236.73,254.77,245.96,270.66,270.66,168.59,259.12,310.0,331.24,316.51,343.89,343.89,343.89,343.89,343.89,343.89,353.67,353.67,340.0,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,126.21,190.94,289.04,293.57,307.0,296.28,267.22,253.34,245.73,277.6,261.19,277.6,282.0,305.69,291.42,296.38,281.05,281.29,248.52,243.5,243.03,225.24,251.65,252.0,183.0,238.17,320.9,382.02,370.48,330.0,334.04,329.76,329.76,331.9,335.11,320.07,335.5,356.75,310.06,321.37,330.0,300.5,256.14,256.44,262.34,246.58,272.35,293.19
2022-11-28,182.0,236.22,304.5,323.53,335.0,300.0,326.83,326.64,326.64,328.77,331.95,305.0,293.34,353.83,315.25,320.85,334.7,310.0,289.99,236.73,254.77,244.57,270.12,270.12,168.59,254.56,304.0,323.0,308.26,343.89,343.89,343.89,343.89,343.89,343.89,353.67,353.67,337.21,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,126.21,190.94,289.04,293.57,307.0,296.28,267.22,253.34,245.73,277.6,261.19,275.2,282.0,292.4,291.42,296.38,270.0,280.0,255.0,236.2,243.03,220.48,243.52,250.0,187.58,238.17,320.9,382.02,370.48,330.0,334.04,329.76,329.76,331.9,335.11,320.07,335.5,356.75,310.06,321.37,330.0,300.5,256.14,256.44,262.34,246.58,272.35,293.19
2022-11-29,187.46,236.22,304.5,323.53,335.0,300.0,326.83,326.64,326.64,328.77,331.95,305.0,293.34,353.83,315.25,320.85,334.7,310.0,289.99,236.73,254.77,244.57,270.12,270.12,171.11,254.56,304.0,323.0,308.25,343.89,343.89,343.89,343.89,343.89,343.89,353.67,353.67,337.21,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,130.0,190.94,289.04,293.57,307.0,296.28,267.22,253.34,245.73,277.6,261.19,275.2,282.0,292.4,291.42,296.38,270.0,280.0,255.0,236.2,243.03,220.48,243.52,250.0,190.0,238.17,320.9,382.02,370.48,330.0,334.04,329.76,329.76,331.9,335.11,320.07,335.5,356.75,310.06,321.37,330.0,300.5,256.14,256.44,262.34,246.58,272.35,293.19
2022-11-30,191.0,236.22,304.5,323.53,335.0,300.0,326.83,326.64,326.64,328.77,331.95,305.0,293.34,353.83,315.25,320.85,334.7,310.0,289.99,236.73,254.77,244.57,270.12,270.12,175.0,254.56,310.0,313.44,308.25,343.89,343.89,343.89,343.89,343.89,343.89,353.67,353.67,337.21,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,134.5,190.94,289.04,293.57,307.0,296.28,267.22,253.34,245.73,277.6,261.19,275.2,282.0,292.4,291.42,296.38,270.0,280.0,255.0,236.2,243.03,220.48,243.52,250.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-01,236.22,304.5,323.53,335.0,300.0,326.83,326.64,326.64,328.77,331.95,305.0,293.34,353.83,315.25,320.85,334.7,310.0,289.99,236.73,254.77,244.57,270.12,270.12,270.12,254.56,310.0,333.44,324.19,343.89,343.89,343.89,343.89,343.89,343.89,353.67,353.67,350.0,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,200.49,295.0,293.57,307.0,296.28,267.22,253.34,245.73,277.6,261.19,275.2,282.0,292.4,291.42,296.38,270.0,280.0,255.0,236.2,243.03,220.48,243.52,250.0,250.0,238.17,320.9,382.02,370.48,330.0,334.04,329.76,329.76,331.9,335.11,320.07,335.5,356.75,310.06,321.37,330.0,300.5,256.14,256.44,262.34,246.58,272.35,293.19,293.19
2022-12-02,246.85,304.5,323.53,335.0,300.0,326.83,326.64,326.64,328.77,331.95,305.0,293.34,353.83,315.25,320.85,334.7,310.0,289.99,236.73,254.77,244.57,270.12,270.12,270.12,260.0,312.4,336.02,326.7,343.89,343.89,343.89,343.89,343.89,343.89,355.0,355.0,355.6,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,206.0,295.0,285.62,300.0,292.31,267.22,253.34,245.73,277.6,261.19,275.2,282.0,292.4,291.42,296.38,270.0,280.0,255.0,236.2,243.03,220.48,243.52,250.0,255.0,245.0,320.9,359.54,349.57,330.0,334.04,329.76,329.76,331.9,335.11,320.07,335.5,356.75,310.06,321.37,330.0,300.5,256.14,256.44,262.34,246.58,272.35,293.19,293.19
2022-12-05,256.72,304.5,323.53,335.0,300.0,326.83,326.64,326.64,328.77,331.95,305.0,293.34,353.83,315.25,320.85,334.7,310.0,289.99,236.73,254.77,244.57,270.12,270.12,270.12,262.6,305.0,330.0,326.7,343.89,343.89,343.89,343.89,343.89,343.89,355.0,355.0,355.6,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,206.0,295.0,285.62,300.0,292.31,267.22,253.34,245.73,277.6,261.19,275.2,282.0,292.4,291.42,296.38,270.0,280.0,255.0,236.2,243.03,220.48,243.52,250.0,255.0,249.9,320.9,359.54,349.57,330.0,334.04,329.76,329.76,331.9,335.11,320.07,335.5,356.75,310.06,321.37,330.0,300.5,256.14,256.44,262.34,246.58,272.35,293.19,293.19
2022-12-06,259.8,304.5,323.53,335.0,300.0,326.83,326.64,326.64,328.77,331.95,305.0,293.34,353.83,315.25,320.85,334.7,310.0,289.99,236.73,254.77,244.57,270.12,270.12,270.12,262.6,305.0,330.0,326.7,343.89,342.0,342.0,342.0,342.0,343.89,355.0,355.0,355.6,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,206.0,295.0,285.62,300.0,292.31,267.22,253.34,245.73,277.6,261.19,275.2,282.0,292.4,291.42,296.38,270.0,280.0,255.0,236.2,243.03,220.48,243.52,250.0,255.0,256.15,320.9,359.54,349.57,330.0,334.04,329.76,329.76,331.9,335.11,320.07,335.5,356.75,310.06,321.37,330.0,300.5,256.14,256.44,262.34,246.58,272.35,293.19,293.19
2022-12-07,265.0,317.5,325.0,330.0,310.0,326.83,326.64,326.64,328.77,331.95,305.0,282.4,343.22,315.25,320.85,334.7,310.0,289.84,236.73,254.57,244.57,260.06,260.06,282.5,266.54,305.0,330.0,326.7,343.89,342.0,342.0,342.0,342.0,343.89,355.0,355.0,355.6,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,211.15,303.0,285.62,301.2,282.57,268.5,245.0,240.0,277.6,261.19,275.2,282.0,299.4,291.42,296.38,267.5,286.64,255.0,236.2,240.35,220.48,244.26,260.5,265.0,262.55,321.5,359.54,334.0,321.5,334.04,329.76,329.76,331.9,335.11,320.07,335.5,346.05,310.06,321.37,330.0,301.5,256.14,256.44,259.85,246.58,264.18,301.5,295.0
2022-12-09,270.0,320.0,330.0,335.0,325.0,326.83,326.64,326.64,328.77,331.95,300.0,295.0,330.0,315.25,305.0,334.7,300.0,295.0,236.73,254.57,244.57,270.12,270.12,295.0,266.54,315.0,330.0,316.51,343.89,342.0,342.0,342.0,342.0,343.89,355.0,355.0,355.6,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,333.65,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,308.19,211.15,305.0,285.62,310.0,295.18,258.3,236.43,231.6,277.6,252.05,286.18,282.0,309.88,301.0,286.01,280.0,293.27,255.0,236.2,240.35,220.48,245.0,269.62,265.0,266.49,323.0,346.96,343.0,325.0,334.04,329.76,329.76,331.9,335.11,320.07,335.5,338.0,310.06,321.37,330.0,308.0,256.14,256.44,259.85,246.58,272.35,308.0,295.0
