CodigoVariable,Fecha,CodigoDuracion,UnidadMedida,Version,Valor
PPBO,2024-09-06,P1D,COP/kWh,TX5,688.3513
PPBOGReal,2024-09-06,P1D,COP/kWh,TX5,699.467
PPBO,2024-09-06,P1D,COP/kWh,TX2,686.3778
PPBOGReal,2024-09-06,P1D,COP/kWh,TX2,697.0661
PPBO,2024-09-06,P1D,COP/kWh,TX3,688.2957
PPBOGReal,2024-09-06,P1D,COP/kWh,TX3,699.4112
PPBO,2024-09-06,P1D,COP/kWh,TX7,688.471
PPBOGReal,2024-09-06,P1D,COP/kWh,TX7,699.5867
PPBO,2024-09-06,P1D,COP/kWh,TXR,688.3004
PPBOGReal,2024-09-06,P1D,COP/kWh,TXR,699.4158
PPBO,2024-09-06,P1D,COP/kWh,TX8,688.471
PPBOGReal,2024-09-06,P1D,COP/kWh,TX8,699.5867
PPBO,2024-09-06,P1D,COP/kWh,TX6,688.471
PPBOGReal,2024-09-06,P1D,COP/kWh,TX6,699.5867
PPBO,2024-09-05,P1D,COP/kWh,TXR,671.5856
PPBOGReal,2024-09-05,P1D,COP/kWh,TXR,673.59
PPBO,2024-09-05,P1D,COP/kWh,TX2,669.512
PPBOGReal,2024-09-05,P1D,COP/kWh,TX2,671.5813
PPBO,2024-09-05,P1D,COP/kWh,TX7,671.6631
PPBOGReal,2024-09-05,P1D,COP/kWh,TX7,673.6676
PPBO,2024-09-05,P1D,COP/kWh,TX3,671.5809
PPBOGReal,2024-09-05,P1D,COP/kWh,TX3,673.5852
PPBO,2024-09-05,P1D,COP/kWh,TX8,671.6631
PPBOGReal,2024-09-05,P1D,COP/kWh,TX8,673.6676
PPBO,2024-09-05,P1D,COP/kWh,TX5,671.6366
PPBOGReal,2024-09-05,P1D,COP/kWh,TX5,673.641
PPBO,2024-09-05,P1D,COP/kWh,TX4,671.6376
PPBOGReal,2024-09-05,P1D,COP/kWh,TX4,673.6421
PPBO,2024-09-05,P1D,COP/kWh,TX6,671.6631
PPBOGReal,2024-09-05,P1D,COP/kWh,TX6,673.6676
PPBO,2024-09-04,P1D,COP/kWh,TX6,647.7475
PPBOGReal,2024-09-04,P1D,COP/kWh,TX6,649.9012
PPBO,2024-09-04,P1D,COP/kWh,TX4,647.722
PPBOGReal,2024-09-04,P1D,COP/kWh,TX4,649.8757
PPBO,2024-09-04,P1D,COP/kWh,TX5,647.721
PPBOGReal,2024-09-04,P1D,COP/kWh,TX5,649.8747
PPBO,2024-09-04,P1D,COP/kWh,TX2,646.4916
PPBOGReal,2024-09-04,P1D,COP/kWh,TX2,648.0213
PPBO,2024-09-04,P1D,COP/kWh,TX8,647.7475
PPBOGReal,2024-09-04,P1D,COP/kWh,TX8,649.9012
PPBO,2024-09-04,P1D,COP/kWh,TX3,648.3176
PPBOGReal,2024-09-04,P1D,COP/kWh,TX3,650.0723
PPBO,2024-09-04,P1D,COP/kWh,TX7,647.7475
PPBOGReal,2024-09-04,P1D,COP/kWh,TX7,649.9012
PPBO,2024-09-04,P1D,COP/kWh,TXR,648.322
PPBOGReal,2024-09-04,P1D,COP/kWh,TXR,650.0767
PPBO,2024-09-03,P1D,COP/kWh,TXR,633.1378
PPBOGReal,2024-09-03,P1D,COP/kWh,TXR,636.6748
PPBO,2024-09-03,P1D,COP/kWh,TX3,633.1335
PPBOGReal,2024-09-03,P1D,COP/kWh,TX3,636.6706
PPBO,2024-09-03,P1D,COP/kWh,TX7,633.2159
PPBOGReal,2024-09-03,P1D,COP/kWh,TX7,636.7531
PPBO,2024-09-03,P1D,COP/kWh,TX8,633.2159
PPBOGReal,2024-09-03,P1D,COP/kWh,TX8,636.7531
PPBO,2024-09-03,P1D,COP/kWh,TX6,633.2159
PPBOGReal,2024-09-03,P1D,COP/kWh,TX6,636.7531
PPBOGReal,2024-09-03,P1D,COP/kWh,TX2,634.2039
PPBO,2024-09-03,P1D,COP/kWh,TX2,630.8173
PPBOGReal,2024-09-03,P1D,COP/kWh,TX4,636.7274
PPBO,2024-09-03,P1D,COP/kWh,TX4,633.1902
PPBOGReal,2024-09-03,P1D,COP/kWh,TX5,636.7264
PPBO,2024-09-03,P1D,COP/kWh,TX5,633.1892
PPBOGReal,2024-09-02,P1D,COP/kWh,TX7,648.5979
PPBO,2024-09-02,P1D,COP/kWh,TX2,706.9044
PPBOGReal,2024-09-02,P1D,COP/kWh,TX2,720.9408
PPBO,2024-09-02,P1D,COP/kWh,TX8,629.1098
PPBOGReal,2024-09-02,P1D,COP/kWh,TX8,648.5979
PPBO,2024-09-02,P1D,COP/kWh,TX3,626.136
PPBOGReal,2024-09-02,P1D,COP/kWh,TX3,646.8618
PPBO,2024-09-02,P1D,COP/kWh,TX6,629.1098
PPBOGReal,2024-09-02,P1D,COP/kWh,TX6,648.5979
PPBO,2024-09-02,P1D,COP/kWh,TX4,629.0828
PPBOGReal,2024-09-02,P1D,COP/kWh,TX4,648.5709
PPBO,2024-09-02,P1D,COP/kWh,TX5,629.0818
PPBOGReal,2024-09-02,P1D,COP/kWh,TX5,648.5699
PPBO,2024-09-02,P1D,COP/kWh,TX7,629.1098
PPBOGReal,2024-09-02,P1D,COP/kWh,TXR,648.4815
PPBO,2024-09-02,P1D,COP/kWh,TXR,628.9937
PPBOGReal,2024-09-01,P1D,COP/kWh,TX7,578.7061
PPBO,2024-09-01,P1D,COP/kWh,TX7,579.212
PPBOGReal,2024-09-01,P1D,COP/kWh,TX2,577.7983
PPBO,2024-09-01,P1D,COP/kWh,TX2,576.8612
PPBOGReal,2024-09-01,P1D,COP/kWh,TXR,578.6257
PPBO,2024-09-01,P1D,COP/kWh,TXR,579.1315
PPBOGReal,2024-09-01,P1D,COP/kWh,TX8,578.7061
PPBO,2024-09-01,P1D,COP/kWh,TX8,579.212
PPBOGReal,2024-09-01,P1D,COP/kWh,TX3,578.6237
PPBO,2024-09-01,P1D,COP/kWh,TX3,579.1295
PPBOGReal,2024-09-01,P1D,COP/kWh,TX4,578.6805
PPBO,2024-09-01,P1D,COP/kWh,TX4,579.1865
PPBOGReal,2024-09-01,P1D,COP/kWh,TX6,578.7061
PPBO,2024-09-01,P1D,COP/kWh,TX6,579.212
PPBOGReal,2024-09-01,P1D,COP/kWh,TX5,578.6795
PPBO,2024-09-01,P1D,COP/kWh,TX5,579.1855
PPBO,2024-10-31,P1D,COP/kWh,TX6,2457.1036
PPBOGReal,2024-10-31,P1D,COP/kWh,TX6,2457.1036
PPBO,2024-10-31,P1D,COP/kWh,TX2,2459.51
PPBOGReal,2024-10-31,P1D,COP/kWh,TX2,2459.51
PPBO,2024-10-31,P1D,COP/kWh,TX7,2457.1036
PPBOGReal,2024-10-31,P1D,COP/kWh,TX7,2457.1036
PPBO,2024-10-31,P1D,COP/kWh,TX3,2457.0249
PPBOGReal,2024-10-31,P1D,COP/kWh,TX3,2457.0249
PPBO,2024-10-31,P1D,COP/kWh,TXR,2457.0686
PPBOGReal,2024-10-31,P1D,COP/kWh,TXR,2457.0686
PPBOGReal,2024-10-31,P1D,COP/kWh,TX1,2459.51
PPBOGReal,2024-10-30,P1D,COP/kWh,TX6,1704.5974
PPBO,2024-10-30,P1D,COP/kWh,TX6,1700.2169
PPBOGReal,2024-10-30,P1D,COP/kWh,TX1,1708.2133
PPBOGReal,2024-10-30,P1D,COP/kWh,TX3,1705.8201
PPBO,2024-10-30,P1D,COP/kWh,TX3,1701.5914
PPBOGReal,2024-10-30,P1D,COP/kWh,TXR,1705.7719
PPBO,2024-10-30,P1D,COP/kWh,TXR,1701.971
PPBOGReal,2024-10-30,P1D,COP/kWh,TX2,1702.3284
PPBO,2024-10-30,P1D,COP/kWh,TX2,1697.9325
PPBOGReal,2024-10-30,P1D,COP/kWh,TX7,1704.5974
PPBO,2024-10-30,P1D,COP/kWh,TX7,1700.2164
PPBOGReal,2024-10-29,P1D,COP/kWh,TX6,1747.6481
PPBO,2024-10-29,P1D,COP/kWh,TX6,1742.9547
PPBOGReal,2024-10-29,P1D,COP/kWh,TX1,1757.5595
PPBOGReal,2024-10-29,P1D,COP/kWh,TX7,1747.6481
PPBO,2024-10-29,P1D,COP/kWh,TX7,1742.9548
PPBOGReal,2024-10-29,P1D,COP/kWh,TXR,1755.118
PPBO,2024-10-29,P1D,COP/kWh,TXR,1751.8589
PPBOGReal,2024-10-29,P1D,COP/kWh,TX3,1754.4538
PPBO,2024-10-29,P1D,COP/kWh,TX3,1751.2408
PPBOGReal,2024-10-29,P1D,COP/kWh,TX2,1756.94
PPBO,2024-10-29,P1D,COP/kWh,TX2,1753.6966
PPBO,2024-10-28,P1D,COP/kWh,TX2,1834.687
PPBOGReal,2024-10-28,P1D,COP/kWh,TX2,1837.9038
PPBO,2024-10-28,P1D,COP/kWh,TXR,1832.4881
PPBOGReal,2024-10-28,P1D,COP/kWh,TXR,1835.5809
PPBO,2024-10-28,P1D,COP/kWh,TX7,1802.2898
PPBOGReal,2024-10-28,P1D,COP/kWh,TX7,1813.6183
PPBO,2024-10-28,P1D,COP/kWh,TX3,1832.41
PPBOGReal,2024-10-28,P1D,COP/kWh,TX3,1835.5126
PPBOGReal,2024-10-28,P1D,COP/kWh,TX1,1837.9039
PPBO,2024-10-28,P1D,COP/kWh,TX6,1802.2919
PPBOGReal,2024-10-28,P1D,COP/kWh,TX6,1813.6183
PPBO,2024-10-27,P1D,COP/kWh,TXR,1125.6385
PPBOGReal,2024-10-27,P1D,COP/kWh,TXR,1108.2478
PPBO,2024-10-27,P1D,COP/kWh,TX3,1136.7993
PPBOGReal,2024-10-27,P1D,COP/kWh,TX3,1120.6206
PPBO,2024-10-27,P1D,COP/kWh,TX2,1121.6236
PPBOGReal,2024-10-27,P1D,COP/kWh,TX2,1103.6977
PPBO,2024-10-27,P1D,COP/kWh,TX7,1175.0922
PPBOGReal,2024-10-27,P1D,COP/kWh,TX7,1156.6468
PPBOGReal,2024-10-27,P1D,COP/kWh,TX1,1110.7159
PPBO,2024-10-27,P1D,COP/kWh,TX6,1175.1457
PPBOGReal,2024-10-27,P1D,COP/kWh,TX6,1156.6468
PPBO,2024-10-26,P1D,COP/kWh,TX3,1709.2295
PPBOGReal,2024-10-26,P1D,COP/kWh,TX3,1729.6754
PPBO,2024-10-26,P1D,COP/kWh,TX2,1747.7161
PPBOGReal,2024-10-26,P1D,COP/kWh,TX2,1767.5792
PPBO,2024-10-26,P1D,COP/kWh,TXR,1711.7204
PPBOGReal,2024-10-26,P1D,COP/kWh,TXR,1729.8102
PPBO,2024-10-26,P1D,COP/kWh,TX7,1709.2897
PPBOGReal,2024-10-26,P1D,COP/kWh,TX7,1729.7539
PPBOGReal,2024-10-26,P1D,COP/kWh,TX1,1732.2325
PPBO,2024-10-26,P1D,COP/kWh,TX6,1709.2981
PPBOGReal,2024-10-26,P1D,COP/kWh,TX6,1729.7539
PPBO,2024-10-25,P1D,COP/kWh,TX2,2006.8106
PPBOGReal,2024-10-25,P1D,COP/kWh,TX2,2019.5001
PPBO,2024-10-25,P1D,COP/kWh,TX7,2004.292
PPBOGReal,2024-10-25,P1D,COP/kWh,TX7,2017.0969
PPBO,2024-10-25,P1D,COP/kWh,TXR,2004.3574
PPBOGReal,2024-10-25,P1D,COP/kWh,TXR,2017.0587
PPBO,2024-10-25,P1D,COP/kWh,TX3,2004.3127
PPBOGReal,2024-10-25,P1D,COP/kWh,TX3,2017.0182
PPBOGReal,2024-10-25,P1D,COP/kWh,TX1,2019.5001
PPBO,2024-10-25,P1D,COP/kWh,TX6,2004.2928
PPBOGReal,2024-10-25,P1D,COP/kWh,TX6,2017.0969
PPBO,2024-10-24,P1D,COP/kWh,TX2,1468.2095
PPBOGReal,2024-10-24,P1D,COP/kWh,TX2,1499.33
PPBO,2024-10-24,P1D,COP/kWh,TX7,1463.9438
PPBOGReal,2024-10-24,P1D,COP/kWh,TX7,1496.5151
PPBO,2024-10-24,P1D,COP/kWh,TXR,1464.3429
PPBOGReal,2024-10-24,P1D,COP/kWh,TXR,1496.8881
PPBO,2024-10-24,P1D,COP/kWh,TX3,1463.9008
PPBOGReal,2024-10-24,P1D,COP/kWh,TX3,1496.4465
PPBOGReal,2024-10-24,P1D,COP/kWh,TX1,1499.3484
PPBO,2024-10-24,P1D,COP/kWh,TX6,1463.947
PPBOGReal,2024-10-24,P1D,COP/kWh,TX6,1496.5151
PPBOGReal,2024-10-23,P1D,COP/kWh,TX6,1732.3318
PPBO,2024-10-23,P1D,COP/kWh,TX6,1730.5486
PPBOGReal,2024-10-23,P1D,COP/kWh,TX1,1735.8501
PPBOGReal,2024-10-23,P1D,COP/kWh,TX2,1737.2064
PPBO,2024-10-23,P1D,COP/kWh,TX2,1736.3393
PPBOGReal,2024-10-23,P1D,COP/kWh,TX7,1732.3318
PPBO,2024-10-23,P1D,COP/kWh,TX7,1730.511
PPBOGReal,2024-10-23,P1D,COP/kWh,TX3,1732.2371
PPBO,2024-10-23,P1D,COP/kWh,TX3,1730.4814
PPBOGReal,2024-10-23,P1D,COP/kWh,TXR,1733.3933
PPBO,2024-10-23,P1D,COP/kWh,TXR,1731.5514
PPBO,2024-10-22,P1D,COP/kWh,TX7,1664.8583
PPBOGReal,2024-10-22,P1D,COP/kWh,TX7,1689.1854
PPBO,2024-10-22,P1D,COP/kWh,TX2,1667.8011
PPBOGReal,2024-10-22,P1D,COP/kWh,TX2,1691.5909
PPBO,2024-10-22,P1D,COP/kWh,TXR,1664.8955
PPBOGReal,2024-10-22,P1D,COP/kWh,TXR,1689.1674
PPBO,2024-10-22,P1D,COP/kWh,TX3,1664.8715
PPBOGReal,2024-10-22,P1D,COP/kWh,TX3,1689.1071
PPBOGReal,2024-10-22,P1D,COP/kWh,TX1,1691.5654
PPBO,2024-10-22,P1D,COP/kWh,TX6,1664.8765
PPBOGReal,2024-10-22,P1D,COP/kWh,TX6,1689.1854
PPBO,2024-10-21,P1D,COP/kWh,TX7,1266.7524
PPBOGReal,2024-10-21,P1D,COP/kWh,TX7,1280.5059
PPBO,2024-10-21,P1D,COP/kWh,TX2,1262.7801
PPBOGReal,2024-10-21,P1D,COP/kWh,TX2,1276.2934
PPBO,2024-10-21,P1D,COP/kWh,TX3,1258.0379
PPBOGReal,2024-10-21,P1D,COP/kWh,TX3,1271.9771
PPBO,2024-10-21,P1D,COP/kWh,TXR,1257.7168
PPBOGReal,2024-10-21,P1D,COP/kWh,TXR,1271.9053
PPBOGReal,2024-10-21,P1D,COP/kWh,TX1,1250.8627
PPBO,2024-10-21,P1D,COP/kWh,TX6,1266.789
PPBOGReal,2024-10-21,P1D,COP/kWh,TX6,1280.5059
PPBO,2024-10-20,P1D,COP/kWh,TXR,1049.5076
PPBOGReal,2024-10-20,P1D,COP/kWh,TXR,1057.2379
PPBO,2024-10-20,P1D,COP/kWh,TX3,1049.4807
PPBOGReal,2024-10-20,P1D,COP/kWh,TX3,1057.1943
PPBO,2024-10-20,P1D,COP/kWh,TX2,1055.9571
PPBOGReal,2024-10-20,P1D,COP/kWh,TX2,1064.4867
PPBO,2024-10-20,P1D,COP/kWh,TX7,1049.5752
PPBOGReal,2024-10-20,P1D,COP/kWh,TX7,1057.273
PPBOGReal,2024-10-20,P1D,COP/kWh,TX1,1053.4866
PPBO,2024-10-20,P1D,COP/kWh,TX6,1049.5722
PPBOGReal,2024-10-20,P1D,COP/kWh,TX6,1057.273
PPBOGReal,2024-10-19,P1D,COP/kWh,TX6,2295.4855
PPBO,2024-10-19,P1D,COP/kWh,TX6,2277.1252
PPBOGReal,2024-10-19,P1D,COP/kWh,TX1,2414.092
PPBOGReal,2024-10-19,P1D,COP/kWh,TX7,2295.4855
PPBO,2024-10-19,P1D,COP/kWh,TX7,2277.1108
PPBOGReal,2024-10-19,P1D,COP/kWh,TX3,2295.4068
PPBO,2024-10-19,P1D,COP/kWh,TX3,2277.0538
PPBOGReal,2024-10-19,P1D,COP/kWh,TXR,2295.4503
PPBO,2024-10-19,P1D,COP/kWh,TXR,2277.0966
PPBOGReal,2024-10-19,P1D,COP/kWh,TX2,2297.8982
PPBO,2024-10-19,P1D,COP/kWh,TX2,2279.5446
PPBO,2024-10-18,P1D,COP/kWh,TX7,1883.4689
PPBOGReal,2024-10-18,P1D,COP/kWh,TX7,1883.7731
PPBO,2024-10-18,P1D,COP/kWh,TX2,1885.8033
PPBOGReal,2024-10-18,P1D,COP/kWh,TX2,1886.1895
PPBO,2024-10-18,P1D,COP/kWh,TXR,1883.4446
PPBOGReal,2024-10-18,P1D,COP/kWh,TXR,1883.7381
PPBO,2024-10-18,P1D,COP/kWh,TX3,1883.401
PPBOGReal,2024-10-18,P1D,COP/kWh,TX3,1883.6944
PPBOGReal,2024-10-18,P1D,COP/kWh,TX1,1886.7169
PPBO,2024-10-18,P1D,COP/kWh,TX6,1883.4713
PPBOGReal,2024-10-18,P1D,COP/kWh,TX6,1883.7731
PPBO,2024-10-17,P1D,COP/kWh,TX3,1666.8867
PPBOGReal,2024-10-17,P1D,COP/kWh,TX3,1696.6223
PPBO,2024-10-17,P1D,COP/kWh,TXR,1666.9298
PPBOGReal,2024-10-17,P1D,COP/kWh,TXR,1696.6658
PPBO,2024-10-17,P1D,COP/kWh,TX7,1666.9077
PPBOGReal,2024-10-17,P1D,COP/kWh,TX7,1696.701
PPBO,2024-10-17,P1D,COP/kWh,TX2,1669.3629
PPBOGReal,2024-10-17,P1D,COP/kWh,TX2,1699.1073
PPBOGReal,2024-10-17,P1D,COP/kWh,TX1,1699.1073
PPBO,2024-10-17,P1D,COP/kWh,TX6,1666.9159
PPBOGReal,2024-10-17,P1D,COP/kWh,TX6,1696.701
PPBO,2024-10-16,P1D,COP/kWh,TX2,1738.1781
PPBOGReal,2024-10-16,P1D,COP/kWh,TX2,1753.4022
PPBO,2024-10-16,P1D,COP/kWh,TX7,1701.8705
PPBOGReal,2024-10-16,P1D,COP/kWh,TX7,1716.2946
PPBO,2024-10-16,P1D,COP/kWh,TX3,1701.8097
PPBOGReal,2024-10-16,P1D,COP/kWh,TX3,1716.2159
PPBO,2024-10-16,P1D,COP/kWh,TXR,1701.8533
PPBOGReal,2024-10-16,P1D,COP/kWh,TXR,1716.2595
PPBOGReal,2024-10-16,P1D,COP/kWh,TX1,1753.4022
PPBO,2024-10-16,P1D,COP/kWh,TX6,1701.8808
PPBOGReal,2024-10-16,P1D,COP/kWh,TX6,1716.2946
PPBOGReal,2024-10-15,P1D,COP/kWh,TX6,1768.4239
PPBO,2024-10-15,P1D,COP/kWh,TX6,1736.3272
PPBOGReal,2024-10-15,P1D,COP/kWh,TX1,1770.8279
PPBOGReal,2024-10-15,P1D,COP/kWh,TX3,1768.3452
PPBO,2024-10-15,P1D,COP/kWh,TX3,1736.2445
PPBOGReal,2024-10-15,P1D,COP/kWh,TX7,1768.4239
PPBO,2024-10-15,P1D,COP/kWh,TX7,1736.3307
PPBOGReal,2024-10-15,P1D,COP/kWh,TX2,1770.8302
PPBO,2024-10-15,P1D,COP/kWh,TX2,1738.7427
PPBOGReal,2024-10-15,P1D,COP/kWh,TXR,1768.3887
PPBO,2024-10-15,P1D,COP/kWh,TXR,1736.2876
PPBO,2024-10-14,P1D,COP/kWh,TX2,1626.2819
PPBOGReal,2024-10-14,P1D,COP/kWh,TX2,1643.0264
PPBO,2024-10-14,P1D,COP/kWh,TX3,1635.3513
PPBOGReal,2024-10-14,P1D,COP/kWh,TX3,1648.3878
PPBO,2024-10-14,P1D,COP/kWh,TX7,1632.2115
PPBOGReal,2024-10-14,P1D,COP/kWh,TX7,1644.6682
PPBO,2024-10-14,P1D,COP/kWh,TXR,1635.408
PPBOGReal,2024-10-14,P1D,COP/kWh,TXR,1648.4049
PPBOGReal,2024-10-14,P1D,COP/kWh,TX1,1643.0222
PPBO,2024-10-14,P1D,COP/kWh,TX6,1632.2418
PPBOGReal,2024-10-14,P1D,COP/kWh,TX6,1644.6682
PPBO,2024-10-13,P1D,COP/kWh,TX7,1271.6337
PPBOGReal,2024-10-13,P1D,COP/kWh,TX7,1287.9746
PPBO,2024-10-13,P1D,COP/kWh,TX3,1274.0881
PPBOGReal,2024-10-13,P1D,COP/kWh,TX3,1291.6048
PPBO,2024-10-13,P1D,COP/kWh,TXR,1274.0613
PPBOGReal,2024-10-13,P1D,COP/kWh,TXR,1291.5963
PPBO,2024-10-13,P1D,COP/kWh,TX2,1276.8586
PPBOGReal,2024-10-13,P1D,COP/kWh,TX2,1294.067
PPBOGReal,2024-10-13,P1D,COP/kWh,TX1,1291.3304
PPBO,2024-10-13,P1D,COP/kWh,TX6,1271.6367
PPBOGReal,2024-10-13,P1D,COP/kWh,TX6,1287.9746
PPBOGReal,2024-10-12,P1D,COP/kWh,TX6,1034.6457
PPBO,2024-10-12,P1D,COP/kWh,TX6,1044.8857
PPBOGReal,2024-10-12,P1D,COP/kWh,TX3,1034.4762
PPBO,2024-10-12,P1D,COP/kWh,TX3,1044.7798
PPBOGReal,2024-10-12,P1D,COP/kWh,TX7,1034.6457
PPBO,2024-10-12,P1D,COP/kWh,TX7,1044.8519
PPBOGReal,2024-10-12,P1D,COP/kWh,TX2,1036.8535
PPBO,2024-10-12,P1D,COP/kWh,TX2,1047.1801
PPBOGReal,2024-10-12,P1D,COP/kWh,TXR,1034.4377
PPBO,2024-10-12,P1D,COP/kWh,TXR,1044.7412
PPBOGReal,2024-10-12,P1D,COP/kWh,TX1,1038.2393
PPBO,2024-10-11,P1D,COP/kWh,TX7,1363.5889
PPBOGReal,2024-10-11,P1D,COP/kWh,TX7,1373.7523
PPBO,2024-10-11,P1D,COP/kWh,TXR,1363.5744
PPBOGReal,2024-10-11,P1D,COP/kWh,TXR,1373.7081
PPBO,2024-10-11,P1D,COP/kWh,TX2,1366.0191
PPBOGReal,2024-10-11,P1D,COP/kWh,TX2,1376.1495
PPBO,2024-10-11,P1D,COP/kWh,TX3,1363.532
PPBOGReal,2024-10-11,P1D,COP/kWh,TX3,1373.6653
PPBOGReal,2024-10-11,P1D,COP/kWh,TX1,1374.7713
PPBO,2024-10-11,P1D,COP/kWh,TX6,1363.6189
PPBOGReal,2024-10-11,P1D,COP/kWh,TX6,1373.7523
PPBOGReal,2024-10-10,P1D,COP/kWh,TX1,1277.2915
PPBOGReal,2024-10-10,P1D,COP/kWh,TX3,1274.8065
PPBO,2024-10-10,P1D,COP/kWh,TX3,1259.8204
PPBOGReal,2024-10-10,P1D,COP/kWh,TX2,1277.2915
PPBO,2024-10-10,P1D,COP/kWh,TX2,1262.2943
PPBOGReal,2024-10-10,P1D,COP/kWh,TXR,1274.8501
PPBO,2024-10-10,P1D,COP/kWh,TXR,1259.8631
PPBOGReal,2024-10-10,P1D,COP/kWh,TX7,1274.8852
PPBO,2024-10-10,P1D,COP/kWh,TX7,1259.8872
PPBOGReal,2024-10-10,P1D,COP/kWh,TX6,1274.8852
PPBO,2024-10-10,P1D,COP/kWh,TX6,1259.8898
PPBO,2024-10-09,P1D,COP/kWh,TX7,1527.1757
PPBOGReal,2024-10-09,P1D,COP/kWh,TX7,1544.7136
PPBO,2024-10-09,P1D,COP/kWh,TX2,1529.5853
PPBOGReal,2024-10-09,P1D,COP/kWh,TX2,1547.1199
PPBO,2024-10-09,P1D,COP/kWh,TX3,1527.1
PPBOGReal,2024-10-09,P1D,COP/kWh,TX3,1544.6349
PPBO,2024-10-09,P1D,COP/kWh,TXR,1527.1435
PPBOGReal,2024-10-09,P1D,COP/kWh,TXR,1544.6785
PPBOGReal,2024-10-09,P1D,COP/kWh,TX1,1547.1199
PPBO,2024-10-09,P1D,COP/kWh,TX6,1527.1725
PPBOGReal,2024-10-09,P1D,COP/kWh,TX6,1544.7136
PPBOGReal,2024-10-08,P1D,COP/kWh,TX1,1435.7026
PPBOGReal,2024-10-08,P1D,COP/kWh,TX3,1433.2176
PPBO,2024-10-08,P1D,COP/kWh,TX3,1419.5371
PPBOGReal,2024-10-08,P1D,COP/kWh,TX2,1435.7026
PPBO,2024-10-08,P1D,COP/kWh,TX2,1422.0204
PPBOGReal,2024-10-08,P1D,COP/kWh,TX7,1433.2963
PPBO,2024-10-08,P1D,COP/kWh,TX7,1419.6149
PPBOGReal,2024-10-08,P1D,COP/kWh,TXR,1433.2611
PPBO,2024-10-08,P1D,COP/kWh,TXR,1419.5779
PPBOGReal,2024-10-08,P1D,COP/kWh,TX6,1433.2963
PPBO,2024-10-08,P1D,COP/kWh,TX6,1419.6122
PPBOGReal,2024-10-07,P1D,COP/kWh,TX6,1604.226
PPBO,2024-10-07,P1D,COP/kWh,TX6,1600.1516
PPBOGReal,2024-10-07,P1D,COP/kWh,TX1,1606.6323
PPBOGReal,2024-10-07,P1D,COP/kWh,TX7,1604.226
PPBO,2024-10-07,P1D,COP/kWh,TX7,1600.1496
PPBOGReal,2024-10-07,P1D,COP/kWh,TXR,1604.1909
PPBO,2024-10-07,P1D,COP/kWh,TXR,1600.1211
PPBOGReal,2024-10-07,P1D,COP/kWh,TX2,1606.6323
PPBO,2024-10-07,P1D,COP/kWh,TX2,1602.5636
PPBOGReal,2024-10-07,P1D,COP/kWh,TX3,1604.1473
PPBO,2024-10-07,P1D,COP/kWh,TX3,1600.1
PPBO,2024-10-06,P1D,COP/kWh,TX3,1155.7539
PPBOGReal,2024-10-06,P1D,COP/kWh,TX3,1164.9742
PPBO,2024-10-06,P1D,COP/kWh,TXR,1155.8083
PPBOGReal,2024-10-06,P1D,COP/kWh,TXR,1165.0178
PPBO,2024-10-06,P1D,COP/kWh,TX7,1155.8152
PPBOGReal,2024-10-06,P1D,COP/kWh,TX7,1165.0529
PPBO,2024-10-06,P1D,COP/kWh,TX2,1158.3827
PPBOGReal,2024-10-06,P1D,COP/kWh,TX2,1167.4462
PPBOGReal,2024-10-06,P1D,COP/kWh,TX1,1167.4462
PPBO,2024-10-06,P1D,COP/kWh,TX6,1155.8228
PPBOGReal,2024-10-06,P1D,COP/kWh,TX6,1165.0529
PPBO,2024-10-05,P1D,COP/kWh,TX2,1396.5474
PPBOGReal,2024-10-05,P1D,COP/kWh,TX2,1393.4303
PPBO,2024-10-05,P1D,COP/kWh,TX7,1394.8612
PPBOGReal,2024-10-05,P1D,COP/kWh,TX7,1391.0243
PPBO,2024-10-05,P1D,COP/kWh,TX3,1394.8505
PPBOGReal,2024-10-05,P1D,COP/kWh,TX3,1390.9457
PPBO,2024-10-05,P1D,COP/kWh,TXR,1394.8934
PPBOGReal,2024-10-05,P1D,COP/kWh,TXR,1390.9888
PPBOGReal,2024-10-05,P1D,COP/kWh,TX1,1393.4303
PPBO,2024-10-05,P1D,COP/kWh,TX6,1394.8824
PPBOGReal,2024-10-05,P1D,COP/kWh,TX6,1391.0243
PPBO,2024-10-04,P1D,COP/kWh,TX3,1386.0654
PPBOGReal,2024-10-04,P1D,COP/kWh,TX3,1399.2242
PPBO,2024-10-04,P1D,COP/kWh,TX7,1386.1312
PPBOGReal,2024-10-04,P1D,COP/kWh,TX7,1399.3029
PPBO,2024-10-04,P1D,COP/kWh,TX2,1388.5623
PPBOGReal,2024-10-04,P1D,COP/kWh,TX2,1401.7092
PPBO,2024-10-04,P1D,COP/kWh,TXR,1375.5042
PPBOGReal,2024-10-04,P1D,COP/kWh,TXR,1387.2547
PPBOGReal,2024-10-04,P1D,COP/kWh,TX1,1401.7092
PPBO,2024-10-04,P1D,COP/kWh,TX6,1386.1325
PPBOGReal,2024-10-04,P1D,COP/kWh,TX6,1399.3029
PPBOGReal,2024-10-03,P1D,COP/kWh,TX6,1503.43
PPBO,2024-10-03,P1D,COP/kWh,TX6,1483.8115
PPBOGReal,2024-10-03,P1D,COP/kWh,TX1,1494.6467
PPBOGReal,2024-10-03,P1D,COP/kWh,TXR,1549.4777
PPBO,2024-10-03,P1D,COP/kWh,TXR,1530.4326
